Mode,Time(s),Value
DCV,3.8653399944,6.1717246E+01
DCV,3.8808219433,6.1716704E+01
DCV,3.8965890408,6.1716523E+01
DCV,3.9192121029,6.1715560E+01
DCV,3.9343080521,6.1715380E+01
DCV,3.9573490620,6.1717306E+01
DCV,3.9727540016,6.1717667E+01
DCV,3.9882230759,6.1717546E+01
DCV,4.0111160278,6.1717607E+01
DCV,4.0262188911,6.1717516E+01
DCV,4.0416231155,6.1717847E+01
DCV,4.0645370483,6.1717577E+01
DCV,4.0800509453,6.1717396E+01
DCV,4.1026592255,6.1717035E+01
DCV,4.1182470322,6.1717516E+01
DCV,4.1337389946,6.1718028E+01
DCV,4.1561741829,6.1716493E+01
DCV,4.1717858315,6.1716433E+01
DCV,4.1943697929,6.1717847E+01
DCV,4.2098407745,6.1718389E+01
DCV,4.2254362106,6.1718419E+01
DCV,4.2478709221,6.1717637E+01
DCV,4.2635769844,6.1716162E+01
DCV,4.2798361778,6.1716674E+01
DCV,4.3027930260,6.1716493E+01
DCV,4.3181238174,6.1716824E+01
DCV,4.3410491943,6.1716252E+01
DCV,4.3564691544,6.1717035E+01
DCV,4.3718609810,6.1718178E+01
DCV,4.3947739601,6.1718389E+01
DCV,4.4099030495,6.1717276E+01
DCV,4.4327378273,6.1717577E+01
DCV,4.4481778145,6.1717546E+01
DCV,4.4637098312,6.1716945E+01
DCV,4.4866108894,6.1717035E+01
DCV,4.5017428398,6.1717336E+01
DCV,4.5168309212,6.1716794E+01
DCV,4.5398850441,6.1718118E+01
DCV,4.5555582047,6.1717817E+01
DCV,4.5781741142,6.1717607E+01
DCV,4.5934801102,6.1718931E+01
DCV,4.6085639000,6.1719202E+01
DCV,4.6315040588,6.1717426E+01
DCV,4.6471819878,6.1717938E+01
DCV,4.6695652008,6.1717878E+01
DCV,4.6846017838,6.1718118E+01
DCV,4.6998701096,6.1718329E+01
DCV,4.7228212357,6.1718600E+01
DCV,4.7381992340,6.1717366E+01
DCV,4.7607679367,6.1717155E+01
DCV,4.7758011818,6.1718118E+01
DCV,4.7908267975,6.1719382E+01
DCV,4.8137669563,6.1718811E+01
DCV,4.8292469978,6.1718178E+01
DCV,4.8515949249,6.1718058E+01
DCV,4.8668370247,6.1718239E+01
DCV,4.8897218704,6.1717215E+01
DCV,4.9051699638,6.1716824E+01
DCV,4.9205307961,6.1718750E+01
DCV,4.9428381920,6.1718690E+01
DCV,4.9578142166,6.1719352E+01
DCV,4.9762048721,6.1719743E+01
DCV,4.9989418983,6.1719503E+01
DCV,5.0140638351,6.1718630E+01
DCV,5.0293240547,6.1718148E+01
DCV,5.0517911911,6.1718419E+01
DCV,5.0675802231,6.1718780E+01
DCV,5.0832271576,6.1719443E+01
DCV,5.1056108475,6.1719683E+01
DCV,5.1206297874,6.1719111E+01
DCV,5.1463851929,6.1718419E+01
DCV,5.1620750427,6.1718479E+01
DCV,5.1774301529,6.1718389E+01
DCV,5.2000088692,6.1719051E+01
DCV,5.2150287628,6.1717847E+01
DCV,5.2304978371,6.1716764E+01
DCV,5.2538690567,6.1716553E+01
DCV,5.2692341805,6.1717426E+01
DCV,5.2848629951,6.1717727E+01
DCV,5.3078408241,6.1718239E+01
DCV,5.3234438896,6.1719322E+01
DCV,5.3466691971,6.1718359E+01
DCV,5.3620238304,6.1718209E+01
DCV,5.3771018982,6.1718991E+01
DCV,5.3999938965,6.1718269E+01
DCV,5.4154548645,6.1718118E+01
DCV,5.4309511185,6.1718419E+01
DCV,5.4537920952,6.1718510E+01
DCV,5.4689068794,6.1718630E+01
DCV,5.4918141365,6.1719051E+01
DCV,5.5074691772,6.1718479E+01
DCV,5.5229787827,6.1719382E+01
DCV,5.5455927849,6.1719984E+01
DCV,5.5608959198,6.1720105E+01
DCV,5.5837240219,6.1719743E+01
DCV,5.5991439819,6.1717938E+01
DCV,5.6148219109,6.1716824E+01
DCV,5.6374268532,6.1717697E+01
DCV,5.6527638435,6.1719352E+01
DCV,5.6756711006,6.1718811E+01
DCV,5.6908750534,6.1718841E+01
DCV,5.7063541412,6.1720165E+01
DCV,5.7292089462,6.1719804E+01
DCV,5.7447218895,6.1719743E+01
DCV,5.7600831985,6.1720285E+01
DCV,5.7827382088,6.1719804E+01
DCV,5.7981810570,6.1718961E+01
DCV,5.8211011887,6.1718088E+01
DCV,5.8367528915,6.1717366E+01
DCV,5.8518881798,6.1718419E+01
DCV,5.8742079735,6.1718720E+01
DCV,5.8898072243,6.1719473E+01
DCV,5.9128627777,6.1720075E+01
DCV,5.9282660484,6.1720406E+01
DCV,5.9436540604,6.1720676E+01
DCV,5.9659900665,6.1719412E+01
DCV,5.9813890457,6.1718058E+01
DCV,6.0047178268,6.1718750E+01
DCV,6.0200810432,6.1719202E+01
DCV,6.0351958275,6.1719081E+01
DCV,6.0577268600,6.1718299E+01
DCV,6.0731520653,6.1718750E+01
DCV,6.0890660286,6.1720676E+01
DCV,6.1119251251,6.1721007E+01
DCV,6.1270141602,6.1720947E+01
DCV,6.1495571136,6.1719954E+01
DCV,6.1651120186,6.1719834E+01
DCV,6.1805448532,6.1719352E+01
DCV,6.2031278610,6.1718841E+01
DCV,6.2181549072,6.1718690E+01
DCV,6.2404570580,6.1719051E+01
DCV,6.2560749054,6.1719954E+01
DCV,6.2809400558,6.1720255E+01
DCV,6.2964310646,6.1719954E+01
DCV,6.3118791580,6.1720586E+01
DCV,6.3271121979,6.1719352E+01
DCV,6.3498997688,6.1718600E+01
DCV,6.3654870987,6.1719142E+01
DCV,6.3878540993,6.1718720E+01
DCV,6.4028592110,6.1718750E+01
DCV,6.4184060097,6.1718991E+01
DCV,6.4414777756,6.1719412E+01
DCV,6.4568171501,6.1718931E+01
DCV,6.4794268608,6.1719232E+01
DCV,6.4945020676,6.1720105E+01
DCV,6.5099759102,6.1719834E+01
DCV,6.5332489014,6.1717757E+01
DCV,6.5486187935,6.1717306E+01
DCV,6.5709891319,6.1717246E+01
DCV,6.5862178802,6.1718540E+01
DCV,6.6049818993,6.1717516E+01
DCV,6.6204319000,6.1718510E+01
DCV,6.6430487633,6.1720165E+01
DCV,6.6580848694,6.1720436E+01
DCV,6.6808061600,6.1721278E+01
DCV,6.6967949867,6.1721068E+01
DCV,6.7122387886,6.1719593E+01
DCV,6.7346038818,6.1718871E+01
DCV,6.7498521805,6.1719864E+01
DCV,6.7726202011,6.1719984E+01
DCV,6.7883019447,6.1720616E+01
DCV,6.8040127754,6.1720827E+01
DCV,6.8263788223,6.1720676E+01
DCV,6.8413782120,6.1719984E+01
DCV,6.8569359779,6.1719804E+01
DCV,6.8798909187,6.1720165E+01
DCV,6.8952989578,6.1720767E+01
DCV,6.9179158211,6.1719382E+01
DCV,6.9332308769,6.1717366E+01
DCV,6.9486780167,6.1718148E+01
DCV,6.9716792107,6.1719021E+01
DCV,6.9870691299,6.1720797E+01
DCV,7.0096502304,6.1720105E+01
DCV,7.0250711441,6.1718961E+01
DCV,7.0404281616,6.1718901E+01
DCV,7.0633211136,6.1719322E+01
DCV,7.0787658691,6.1720646E+01
DCV,7.1013979912,6.1719954E+01
DCV,7.1170659065,6.1718961E+01
DCV,7.1321978569,6.1718419E+01
DCV,7.1547989845,6.1718660E+01
DCV,7.1704640388,6.1718750E+01
DCV,7.1933507919,6.1719593E+01
DCV,7.2087850571,6.1719743E+01
DCV,7.2241139412,6.1719954E+01
DCV,7.2468428612,6.1720375E+01
DCV,7.2622809410,6.1720526E+01
DCV,7.2780609131,6.1719533E+01
DCV,7.3024001122,6.1719172E+01
DCV,7.3176832199,6.1719563E+01
DCV,7.3333201408,6.1719352E+01
DCV,7.3562188148,6.1719653E+01
DCV,7.3718209267,6.1720345E+01
DCV,7.3873047829,6.1719894E+01
DCV,7.4096398354,6.1719894E+01
DCV,7.4249777794,6.1720075E+01
DCV,7.4483408928,6.1720406E+01
DCV,7.4637980461,6.1721489E+01
DCV,7.4789381027,6.1720496E+01
DCV,7.5014781952,6.1719774E+01
DCV,7.5168471336,6.1720225E+01
DCV,7.5399689674,6.1720406E+01
DCV,7.5555839539,6.1719593E+01
DCV,7.5706858635,6.1719743E+01
DCV,7.5929398537,6.1720225E+01
DCV,7.6084928513,6.1720135E+01
DCV,7.6315598488,6.1720345E+01
DCV,7.6468977928,6.1720526E+01
DCV,7.6622180939,6.1720255E+01
DCV,7.6845340729,6.1719804E+01
DCV,7.6999211311,6.1718750E+01
DCV,7.7228507996,6.1718931E+01
DCV,7.7379670143,6.1718991E+01
DCV,7.7529730797,6.1718901E+01
DCV,7.7754340172,6.1720135E+01
DCV,7.7910680771,6.1720375E+01
DCV,7.8139929771,6.1720075E+01
DCV,7.8291339874,6.1721158E+01
DCV,7.8441829681,6.1720917E+01
DCV,7.8668928146,6.1719352E+01
DCV,7.8826861382,6.1718811E+01
DCV,7.9053878784,6.1718961E+01
DCV,7.9208288193,6.1719172E+01
DCV,7.9359149933,6.1719232E+01
DCV,7.9613099098,6.1720345E+01
DCV,7.9772119522,6.1720135E+01
DCV,7.9925780296,6.1720135E+01
DCV,8.0149173737,6.1720436E+01
DCV,8.0301504135,6.1721700E+01
DCV,8.0456209183,6.1721519E+01
DCV,8.0686416626,6.1720707E+01
DCV,8.0842304230,6.1720496E+01
DCV,8.1065874100,6.1720496E+01
DCV,8.1216821671,6.1720767E+01
DCV,8.1374435425,6.1720707E+01
DCV,8.1604413986,6.1720135E+01
DCV,8.1757755280,6.1720195E+01
DCV,8.1983356476,6.1720496E+01
DCV,8.2137098312,6.1720406E+01
DCV,8.2291803360,6.1720285E+01
DCV,8.2521829605,6.1719653E+01
DCV,8.2675371170,6.1719172E+01
DCV,8.2826337814,6.1720195E+01
DCV,8.3057126999,6.1720165E+01
DCV,8.3211851120,6.1720887E+01
DCV,8.3439607620,6.1721489E+01
DCV,8.3595504761,6.1722302E+01
DCV,8.3746452332,6.1721549E+01
DCV,8.3974714279,6.1720466E+01
DCV,8.4131040573,6.1721098E+01
DCV,8.4358701706,6.1721429E+01
DCV,8.4512195587,6.1720767E+01
DCV,8.4665746689,6.1719593E+01
DCV,8.4893026352,6.1719473E+01
DCV,8.5046863556,6.1720225E+01
DCV,8.5276212692,6.1720947E+01
DCV,8.5429573059,6.1721880E+01
DCV,8.5583019257,6.1721519E+01
DCV,8.5813798904,6.1719984E+01
DCV,8.5966148376,6.1720556E+01
DCV,8.6120529175,6.1719683E+01
DCV,8.6349010468,6.1717727E+01
DCV,8.6503715515,6.1718780E+01
DCV,8.6732053757,6.1719683E+01
DCV,8.6883888245,6.1721038E+01
DCV,8.7038526535,6.1721339E+01
DCV,8.7269639969,6.1721429E+01
DCV,8.7424211502,6.1720947E+01
DCV,8.7648010254,6.1721670E+01
DCV,8.7800960541,6.1722753E+01
DCV,8.7954998016,6.1721158E+01
DCV,8.8184890747,6.1720135E+01
DCV,8.8341188431,6.1721158E+01
DCV,8.8564615250,6.1721519E+01
DCV,8.8715200424,6.1720436E+01
DCV,8.8871364594,6.1721308E+01
DCV,8.9101953506,6.1721971E+01
DCV,8.9255170822,6.1722121E+01
DCV,8.9480895996,6.1722392E+01
DCV,8.9631872177,6.1721971E+01
DCV,8.9786577225,6.1721609E+01
DCV,9.0019168854,6.1720917E+01
DCV,9.0172300339,6.1720165E+01
DCV,9.0323019028,6.1719412E+01
DCV,9.0548706055,6.1719533E+01
DCV,9.0704164505,6.1720767E+01
DCV,9.0931100845,6.1721790E+01
DCV,9.1084518433,6.1721278E+01
DCV,9.1307573318,6.1719984E+01
DCV,9.1457901001,6.1719834E+01
DCV,9.1614255905,6.1720707E+01
DCV,9.1840419769,6.1720406E+01
DCV,9.1991224289,6.1720977E+01
DCV,9.2215995789,6.1720737E+01
DCV,9.2369556427,6.1720887E+01
DCV,9.2526702881,6.1721519E+01
DCV,9.2755098343,6.1720556E+01
DCV,9.2906074524,6.1721038E+01
DCV,9.3133716583,6.1721820E+01
DCV,9.3291568756,6.1721188E+01
DCV,9.3448705673,6.1721850E+01
DCV,9.3677444458,6.1723084E+01
DCV,9.3828659058,6.1722392E+01
DCV,9.3978643417,6.1720676E+01
DCV,9.4209547043,6.1720466E+01
DCV,9.4366436005,6.1718901E+01
DCV,9.4592409134,6.1719743E+01
DCV,9.4745855331,6.1721369E+01
DCV,9.4896841049,6.1722482E+01
DCV,9.5124406815,6.1722091E+01
DCV,9.5283288956,6.1721188E+01
DCV,9.5509929657,6.1722452E+01
DCV,9.5660991669,6.1721308E+01
DCV,9.5816316605,6.1719503E+01
DCV,9.6043338776,6.1718660E+01
DCV,9.6198387146,6.1719623E+01
DCV,9.6426725388,6.1720857E+01
DCV,9.6579217911,6.1721248E+01
DCV,9.6733369827,6.1722482E+01
DCV,9.6962919235,6.1723235E+01
DCV,9.7117948532,6.1722151E+01
DCV,9.7271480560,6.1722542E+01
DCV,9.7500295639,6.1723084E+01
DCV,9.7654523849,6.1720767E+01
DCV,9.7878551483,6.1721098E+01
DCV,9.8034543991,6.1721429E+01
DCV,9.8188409805,6.1721128E+01
DCV,9.8415956497,6.1721068E+01
DCV,9.8571538925,6.1721579E+01
DCV,9.8795785904,6.1721248E+01
DCV,9.8950090408,6.1720526E+01
DCV,9.9105787277,6.1721940E+01
DCV,9.9333868027,6.1722332E+01
DCV,9.9487686157,6.1721549E+01
DCV,9.9714221954,6.1720797E+01
DCV,9.9868669510,6.1720887E+01
DCV,10.0024127960,6.1721519E+01
DCV,10.0255031586,6.1720857E+01
DCV,10.0408353806,6.1721308E+01
DCV,10.0634717941,6.1721429E+01
DCV,10.0789775848,6.1721880E+01
DCV,10.0946636200,6.1721971E+01
DCV,10.1175775528,6.1722061E+01
DCV,10.1326913834,6.1722211E+01
DCV,10.1476850510,6.1720857E+01
DCV,10.1706390381,6.1721218E+01
DCV,10.1863832474,6.1722783E+01
DCV,10.2089920044,6.1722994E+01
DCV,10.2243032455,6.1722783E+01
DCV,10.2393417358,6.1722633E+01
DCV,10.2623023987,6.1722512E+01
DCV,10.2779741287,6.1723114E+01
DCV,10.3003616333,6.1723355E+01
DCV,10.3157033920,6.1723325E+01
DCV,10.3312397003,6.1724047E+01
DCV,10.3541889191,6.1723475E+01
DCV,10.3695745468,6.1722091E+01
DCV,10.3921709061,6.1722362E+01
DCV,10.4072122574,6.1721760E+01
DCV,10.4221925735,6.1721369E+01
DCV,10.4453287125,6.1722001E+01
DCV,10.4607028961,6.1722663E+01
DCV,10.4831180573,6.1722392E+01
DCV,10.4984645844,6.1721369E+01
DCV,10.5137777328,6.1720707E+01
DCV,10.5370092392,6.1719623E+01
DCV,10.5526447296,6.1721670E+01
DCV,10.5750131607,6.1722482E+01
DCV,10.5900468826,6.1721940E+01
DCV,10.6086359024,6.1721639E+01
DCV,10.6244173050,6.1721369E+01
DCV,10.6470193863,6.1723024E+01
DCV,10.6623516083,6.1723475E+01
DCV,10.6848840714,6.1723475E+01
DCV,10.7005605698,6.1723204E+01
DCV,10.7164525986,6.1721609E+01
DCV,10.7390718460,6.1720767E+01
DCV,10.7541732788,6.1721519E+01
DCV,10.7695722580,6.1721910E+01
DCV,10.7925062180,6.1721158E+01
DCV,10.8081645966,6.1721971E+01
DCV,10.8310823441,6.1722332E+01
DCV,10.8462085724,6.1722633E+01
DCV,10.8615131378,6.1722362E+01
DCV,10.8844938278,6.1721820E+01
DCV,10.9000034332,6.1722362E+01
DCV,10.9153537750,6.1721308E+01
DCV,10.9379205704,6.1721038E+01
DCV,10.9533605576,6.1721790E+01
DCV,10.9762630463,6.1722994E+01
DCV,10.9917478561,6.1722512E+01
DCV,11.0070877075,6.1722302E+01
DCV,11.0299701691,6.1721369E+01
DCV,11.0454130173,6.1721399E+01
DCV,11.0678606033,6.1722091E+01
DCV,11.0835218430,6.1722873E+01
DCV,11.0989131927,6.1723144E+01
DCV,11.1216783524,6.1722723E+01
DCV,11.1372947693,6.1722271E+01
DCV,11.1597299576,6.1722512E+01
DCV,11.1751489639,6.1721820E+01
DCV,11.1907491684,6.1722302E+01
DCV,11.2135772705,6.1723445E+01
DCV,11.2289228439,6.1723385E+01
DCV,11.2515649796,6.1723385E+01
DCV,11.2669706345,6.1722332E+01
DCV,11.2825965881,6.1720977E+01
DCV,11.3056592941,6.1720556E+01
DCV,11.3211936951,6.1721308E+01
DCV,11.3364734650,6.1722271E+01
DCV,11.3594608307,6.1721940E+01
DCV,11.3752298355,6.1721248E+01
DCV,11.3906192780,6.1722572E+01
DCV,11.4132137299,6.1723265E+01
DCV,11.4283409119,6.1723746E+01
DCV,11.4511737823,6.1723295E+01
DCV,11.4670324326,6.1722302E+01
DCV,11.4824218750,6.1722994E+01
DCV,11.5047988892,6.1722603E+01
DCV,11.5201330185,6.1721940E+01
DCV,11.5430297852,6.1723325E+01
DCV,11.5584640503,6.1723325E+01
DCV,11.5738620758,6.1722873E+01
DCV,11.5961465836,6.1722753E+01
DCV,11.6111927032,6.1723084E+01
DCV,11.6343069077,6.1723836E+01
DCV,11.6496915817,6.1723867E+01
DCV,11.6722679138,6.1723204E+01
DCV,11.6873216629,6.1722964E+01
DCV,11.7023801804,6.1722964E+01
DCV,11.7253322601,6.1721820E+01
DCV,11.7406997681,6.1721188E+01
DCV,11.7630243301,6.1721609E+01
DCV,11.7782440186,6.1722121E+01
DCV,11.7935447693,6.1722181E+01
DCV,11.8165397644,6.1723355E+01
DCV,11.8321142197,6.1722542E+01
DCV,11.8544778824,6.1721730E+01
DCV,11.8694820404,6.1721278E+01
DCV,11.8879413605,6.1721248E+01
DCV,11.9034690857,6.1722603E+01
DCV,11.9258289337,6.1722903E+01
DCV,11.9410657883,6.1723566E+01
DCV,11.9635486603,6.1722934E+01
DCV,11.9793939590,6.1723295E+01
DCV,11.9950647354,6.1723836E+01
DCV,12.0175361633,6.1723415E+01
DCV,12.0325727463,6.1722151E+01
DCV,12.0582952499,6.1722031E+01
DCV,12.0741014481,6.1721850E+01
DCV,12.0894536972,6.1722241E+01
DCV,12.1048135757,6.1722994E+01
DCV,12.1273012161,6.1722813E+01
DCV,12.1425075531,6.1722482E+01
DCV,12.1652183533,6.1722813E+01
DCV,12.1810007095,6.1723505E+01
DCV,12.1967515945,6.1724137E+01
DCV,12.2199001312,6.1723776E+01
DCV,12.2356271744,6.1723235E+01
DCV,12.2512817383,6.1723656E+01
DCV,12.2741289139,6.1723686E+01
DCV,12.2892456055,6.1723144E+01
DCV,12.3120250702,6.1721820E+01
DCV,12.3279590607,6.1721519E+01
DCV,12.3436088562,6.1723836E+01
DCV,12.3665142059,6.1725040E+01
DCV,12.3820753098,6.1725431E+01
DCV,12.3976278305,6.1724107E+01
DCV,12.4206409454,6.1723355E+01
DCV,12.4363517761,6.1722392E+01
DCV,12.4514904022,6.1722964E+01
DCV,12.4738941193,6.1723054E+01
DCV,12.4896192551,6.1722813E+01
DCV,12.5124530792,6.1723716E+01
DCV,12.5279998779,6.1722994E+01
DCV,12.5437231064,6.1722813E+01
DCV,12.5666179657,6.1723475E+01
DCV,12.5820693970,6.1722994E+01
DCV,12.6199645996,6.1721339E+01
DCV,12.6354017258,6.1721399E+01
DCV,12.6583576202,6.1722753E+01
DCV,12.6737833023,6.1722934E+01
DCV,12.6889791489,6.1722452E+01
DCV,12.7121410370,6.1721910E+01
DCV,12.7275724411,6.1723927E+01
DCV,12.7503213882,6.1723746E+01
DCV,12.7658691406,6.1723114E+01
