Mode,Time(s),Value
DCV,0.0005230000,6.0585389E+01
DCV,0.0164470002,6.0585028E+01
DCV,0.0394769982,6.0585389E+01
DCV,0.0548969992,6.0585088E+01
DCV,0.0703269988,6.0584155E+01
DCV,0.0929519981,6.0584546E+01
DCV,0.1083680019,6.0585328E+01
DCV,0.1310669929,6.0585328E+01
DCV,0.1469410062,6.0585178E+01
DCV,0.1623650044,6.0584727E+01
DCV,0.1847369969,6.0585118E+01
DCV,0.2003590018,6.0585539E+01
DCV,0.2232200056,6.0585359E+01
DCV,0.2388239950,6.0585268E+01
DCV,0.2544110119,6.0585629E+01
DCV,0.2710039914,6.0585268E+01
DCV,0.2940160036,6.0584305E+01
DCV,0.3098660111,6.0584817E+01
DCV,0.3326779902,6.0585208E+01
DCV,0.3479149938,6.0585208E+01
DCV,0.3631829917,6.0585208E+01
DCV,0.3859309852,6.0585088E+01
DCV,0.4016689956,6.0585058E+01
DCV,0.4173240066,6.0585268E+01
DCV,0.4397079945,6.0586051E+01
DCV,0.4547170103,6.0585569E+01
DCV,0.4776819944,6.0585118E+01
DCV,0.4933780134,6.0584606E+01
DCV,0.5087509751,6.0584666E+01
DCV,0.5313469768,6.0584907E+01
DCV,0.5464040041,6.0585298E+01
DCV,0.5695120096,6.0584967E+01
DCV,0.5849540234,6.0585178E+01
DCV,0.6000790000,6.0585328E+01
DCV,0.6225799918,6.0585178E+01
DCV,0.6375910044,6.0585148E+01
DCV,0.6603450179,6.0585118E+01
DCV,0.6759409904,6.0584275E+01
DCV,0.6983799934,6.0584456E+01
DCV,0.7134330273,6.0584997E+01
DCV,0.7286469936,6.0585389E+01
DCV,0.7516329885,6.0585328E+01
DCV,0.7670310140,6.0585268E+01
DCV,0.7896429896,6.0585660E+01
DCV,0.8046939969,6.0585840E+01
DCV,0.8228030205,6.0585479E+01
DCV,0.8388010263,6.0585178E+01
DCV,0.8614259958,6.0585268E+01
DCV,0.8765220046,6.0585058E+01
DCV,0.8990830183,6.0585419E+01
DCV,0.9146800041,6.0585569E+01
DCV,0.9303910136,6.0585389E+01
DCV,0.9532660246,6.0585599E+01
DCV,0.9683750272,6.0585660E+01
DCV,0.9907330275,6.0585238E+01
DCV,1.0065129995,6.0585991E+01
DCV,1.0224339962,6.0586352E+01
DCV,1.0450659990,6.0586292E+01
DCV,1.0603770018,6.0585660E+01
DCV,1.0756330490,6.0585268E+01
DCV,1.0984159708,6.0584847E+01
DCV,1.1142950058,6.0584967E+01
DCV,1.1374540329,6.0585298E+01
DCV,1.1525629759,6.0585960E+01
DCV,1.1681129932,6.0585780E+01
DCV,1.1911159754,6.0585118E+01
DCV,1.2065589428,6.0585840E+01
DCV,1.2219589949,6.0585900E+01
DCV,1.2442829609,6.0585298E+01
DCV,1.2596759796,6.0584997E+01
DCV,1.2772550583,6.0584275E+01
DCV,1.2999409437,6.0584486E+01
DCV,1.3150399923,6.0585539E+01
DCV,1.3378740549,6.0585389E+01
DCV,1.3532940149,6.0585900E+01
DCV,1.3687779903,6.0586623E+01
DCV,1.3917520046,6.0585991E+01
DCV,1.4069019556,6.0585930E+01
DCV,1.4298609495,6.0585840E+01
DCV,1.4453270435,6.0585840E+01
DCV,1.4605829716,6.0585720E+01
DCV,1.4830189943,6.0585780E+01
DCV,1.4987970591,6.0585660E+01
DCV,1.5146420002,6.0585660E+01
DCV,1.5373710394,6.0585930E+01
