Mode,Time(s),Value
DCV,0.0080129998,6.0692197E+01
DCV,0.0236109998,6.0691836E+01
DCV,0.0391709991,6.0691896E+01
DCV,0.0622159988,6.0691866E+01
DCV,0.0776629969,6.0690933E+01
DCV,0.0930130035,6.0691836E+01
DCV,0.1152999997,6.0692919E+01
DCV,0.1305879951,6.0692137E+01
DCV,0.1538590044,6.0691806E+01
DCV,0.1693409979,6.0691956E+01
DCV,0.1844699979,6.0691986E+01
DCV,0.2069949955,6.0692799E+01
DCV,0.2223950028,6.0692709E+01
DCV,0.2453240007,6.0692919E+01
DCV,0.2609930038,6.0692197E+01
DCV,0.2761160135,6.0692017E+01
DCV,0.2986870110,6.0692649E+01
DCV,0.3143430054,6.0692859E+01
DCV,0.3370630145,6.0693010E+01
DCV,0.3525080085,6.0692558E+01
DCV,0.3678460121,6.0692348E+01
DCV,0.3905679882,6.0691836E+01
DCV,0.4059259892,6.0691956E+01
DCV,0.4288580120,6.0691535E+01
DCV,0.4442929924,6.0692348E+01
DCV,0.4593960047,6.0692498E+01
DCV,0.4824619889,6.0691986E+01
DCV,0.4978060126,6.0692679E+01
DCV,0.5207080245,6.0692197E+01
DCV,0.5361369848,6.0691806E+01
DCV,0.5514180064,6.0692588E+01
DCV,0.5745800138,6.0692137E+01
DCV,0.5899130106,6.0692197E+01
DCV,0.6050890088,6.0692438E+01
DCV,0.6279990077,6.0692167E+01
DCV,0.6436219811,6.0691776E+01
DCV,0.6663309932,6.0691806E+01
DCV,0.6816859841,6.0692378E+01
DCV,0.6968200207,6.0692348E+01
DCV,0.7194839716,6.0691866E+01
DCV,0.7353850007,6.0691986E+01
DCV,0.7580149770,6.0691956E+01
DCV,0.7730939984,6.0691655E+01
DCV,0.7883769870,6.0692017E+01
DCV,0.8112779856,6.0692498E+01
DCV,0.8267989755,6.0691926E+01
DCV,0.8494430184,6.0691716E+01
DCV,0.8645380139,6.0691866E+01
DCV,0.8795980215,6.0692167E+01
DCV,0.9027659893,6.0692257E+01
