Mode,Time(s),Value
DCV,0.0005210000,6.0508104E+01
DCV,0.0162610002,6.0508435E+01
DCV,0.0393979996,6.0508104E+01
DCV,0.0551409982,6.0508405E+01
DCV,0.0777600035,6.0508134E+01
DCV,0.0930700004,6.0508013E+01
DCV,0.1080899984,6.0508435E+01
DCV,0.1308040023,6.0508284E+01
DCV,0.1466660053,6.0508314E+01
DCV,0.1620640010,6.0508645E+01
DCV,0.1844069958,6.0508495E+01
DCV,0.1996349990,6.0509398E+01
DCV,0.2223380059,6.0509729E+01
DCV,0.2380129993,6.0509037E+01
DCV,0.2536019981,6.0509067E+01
DCV,0.2759729922,6.0509308E+01
DCV,0.2912980020,6.0508645E+01
DCV,0.3143390119,6.0509097E+01
DCV,0.3299050033,6.0508525E+01
DCV,0.3452630043,6.0508676E+01
DCV,0.3678370118,6.0509428E+01
DCV,0.3833279908,6.0508826E+01
DCV,0.4063099921,6.0509759E+01
DCV,0.4218319952,6.0509759E+01
DCV,0.4371879995,6.0509277E+01
DCV,0.4599809945,6.0509368E+01
DCV,0.4755589962,6.0509277E+01
DCV,0.4982559979,6.0509007E+01
DCV,0.5139880180,6.0509037E+01
DCV,0.5293380022,6.0509187E+01
DCV,0.5519750118,6.0509729E+01
DCV,0.5676379800,6.0509669E+01
DCV,0.5827590227,6.0510150E+01
DCV,0.6055449843,6.0510060E+01
DCV,0.6211169958,6.0509488E+01
DCV,0.6438919902,6.0509277E+01
DCV,0.6592379808,6.0509849E+01
DCV,0.6745560169,6.0509940E+01
DCV,0.6973609924,6.0509097E+01
DCV,0.7127090096,6.0509037E+01
DCV,0.7311969995,6.0509879E+01
DCV,0.7538610101,6.0509428E+01
DCV,0.7690169811,6.0509699E+01
DCV,0.7846590281,6.0510541E+01
DCV,0.8077560067,6.0509909E+01
DCV,0.8231809735,6.0509639E+01
DCV,0.8457850218,6.0510511E+01
DCV,0.8608890176,6.0510210E+01
DCV,0.8763009906,6.0509729E+01
DCV,0.8995190263,6.0510210E+01
DCV,0.9148809910,6.0510241E+01
DCV,0.9300130010,6.0510421E+01
DCV,0.9525610209,6.0510752E+01
DCV,0.9679610133,6.0510481E+01
DCV,0.9909330010,6.0510421E+01
DCV,1.0064779520,6.0510030E+01
DCV,1.0216219425,6.0510541E+01
DCV,1.0439859629,6.0510903E+01
DCV,1.0597480536,6.0510150E+01
DCV,1.0824429989,6.0509819E+01
DCV,1.0975400209,6.0510632E+01
DCV,1.1127940416,6.0511474E+01
DCV,1.1351230145,6.0511625E+01
DCV,1.1506719589,6.0511143E+01
DCV,1.1735680103,6.0510692E+01
DCV,1.1886789799,6.0510933E+01
DCV,1.2112480402,6.0511414E+01
DCV,1.2294399738,6.0511444E+01
DCV,1.2452590466,6.0511234E+01
DCV,1.2606129646,6.0510993E+01
DCV,1.2832189798,6.0511535E+01
DCV,1.2982579470,6.0512197E+01
DCV,1.3212770224,6.0512257E+01
DCV,1.3370100260,6.0512076E+01
DCV,1.3526660204,6.0511866E+01
DCV,1.3753160238,6.0511685E+01
DCV,1.3903679848,6.0512016E+01
DCV,1.4058229923,6.0511926E+01
DCV,1.4291080236,6.0512167E+01
DCV,1.4444229603,6.0512137E+01
DCV,1.4667680264,6.0512618E+01
DCV,1.4822189808,6.0512949E+01
DCV,1.4977229834,6.0512738E+01
DCV,1.5206819773,6.0512588E+01
DCV,1.5362449884,6.0513280E+01
DCV,1.5585889816,6.0513220E+01
DCV,1.5738849640,6.0512708E+01
DCV,1.5896199942,6.0512528E+01
DCV,1.6124620438,6.0512648E+01
DCV,1.6278070211,6.0513190E+01
DCV,1.6431009769,6.0513280E+01
DCV,1.6657949686,6.0513160E+01
DCV,1.6812020540,6.0513340E+01
DCV,1.7042139769,6.0513431E+01
DCV,1.7195539474,6.0513671E+01
DCV,1.7368760109,6.0513220E+01
DCV,1.7600680590,6.0513792E+01
DCV,1.7757469416,6.0514183E+01
DCV,1.7911709547,6.0513039E+01
DCV,1.8137880564,6.0513220E+01
DCV,1.8291219473,6.0513370E+01
DCV,1.8445609808,6.0513611E+01
DCV,1.8675889969,6.0513551E+01
DCV,1.8830059767,6.0513130E+01
DCV,1.9053610563,6.0513250E+01
DCV,1.9210159779,6.0513581E+01
DCV,1.9363780022,6.0513340E+01
DCV,1.9590840340,6.0513310E+01
DCV,1.9747430086,6.0513762E+01
DCV,1.9974529743,6.0513882E+01
DCV,2.0129129887,6.0513852E+01
DCV,2.0282750130,6.0513521E+01
DCV,2.0509130955,6.0513461E+01
DCV,2.0663371086,6.0514394E+01
DCV,2.0819630623,6.0514815E+01
DCV,2.1047039032,6.0514574E+01
DCV,2.1198799610,6.0514634E+01
DCV,2.1427779198,6.0514665E+01
DCV,2.1582159996,6.0514394E+01
DCV,2.1737549305,6.0513702E+01
DCV,2.1966340542,6.0513792E+01
DCV,2.2117381096,6.0514093E+01
DCV,2.2345819473,6.0513461E+01
DCV,2.2501869202,6.0513611E+01
DCV,2.2658019066,6.0514695E+01
DCV,2.2886300087,6.0514604E+01
DCV,2.3037350178,6.0514364E+01
DCV,2.3263680935,6.0514815E+01
DCV,2.3424520493,6.0514755E+01
DCV,2.3578898907,6.0514394E+01
DCV,2.3802340031,6.0514484E+01
DCV,2.3954710960,6.0513732E+01
