Mode,Time(s),Value
DCV,0.0005420000,6.1816320E+01
DCV,0.0164449997,6.1815567E+01
DCV,0.0397260003,6.1815898E+01
DCV,0.0551600009,6.1816199E+01
DCV,0.0703269988,6.1816440E+01
DCV,0.0928540006,6.1816139E+01
DCV,0.1082839966,6.1815958E+01
DCV,0.1312170029,6.1816289E+01
DCV,0.1468659937,6.1815356E+01
DCV,0.1619910002,6.1815868E+01
DCV,0.1845130026,6.1816681E+01
DCV,0.2003169954,6.1816681E+01
DCV,0.2232339978,6.1816049E+01
DCV,0.2389200032,6.1816049E+01
DCV,0.2544589937,6.1816079E+01
DCV,0.2772899866,6.1815657E+01
DCV,0.2927750051,6.1815808E+01
DCV,0.3084779978,6.1815718E+01
DCV,0.3311780095,6.1815778E+01
DCV,0.3462829888,6.1815928E+01
DCV,0.3692910075,6.1815958E+01
DCV,0.3846600056,6.1816590E+01
DCV,0.4000949860,6.1816410E+01
DCV,0.4230220020,6.1816500E+01
DCV,0.4381510019,6.1816681E+01
DCV,0.4537959993,6.1816320E+01
DCV,0.4766649902,6.1815838E+01
DCV,0.4921129942,6.1815567E+01
DCV,0.5150550008,6.1815597E+01
DCV,0.5305029750,6.1816019E+01
DCV,0.5459380150,6.1816169E+01
DCV,0.5686089993,6.1815898E+01
DCV,0.5838630199,6.1816440E+01
DCV,0.6063460112,6.1816590E+01
DCV,0.6215440035,6.1816169E+01
DCV,0.6373069882,6.1816259E+01
DCV,0.6605989933,6.1815868E+01
DCV,0.6763700247,6.1816199E+01
DCV,0.6920030117,6.1815958E+01
DCV,0.7147650123,6.1815296E+01
DCV,0.7301639915,6.1815868E+01
DCV,0.7527639866,6.1816711E+01
DCV,0.7679929733,6.1815958E+01
DCV,0.7835170031,6.1815958E+01
DCV,0.8064730167,6.1815778E+01
DCV,0.8216099739,6.1816259E+01
DCV,0.8441119790,6.1816350E+01
DCV,0.8593459725,6.1816350E+01
DCV,0.8748329878,6.1816410E+01
DCV,0.8978649974,6.1816560E+01
DCV,0.9130100012,6.1816259E+01
DCV,0.9352909923,6.1816380E+01
DCV,0.9507679939,6.1816289E+01
DCV,0.9663550258,6.1816019E+01
DCV,0.9890710115,6.1816530E+01
DCV,1.0044209957,6.1816440E+01
DCV,1.0267219543,6.1815748E+01
DCV,1.0419269800,6.1815778E+01
DCV,1.0577239990,6.1815958E+01
DCV,1.0804489851,6.1816019E+01
DCV,1.0955790281,6.1815688E+01
DCV,1.1180830002,6.1815928E+01
DCV,1.1336539984,6.1816681E+01
DCV,1.1493990421,6.1816560E+01
DCV,1.1723099947,6.1816470E+01
DCV,1.1874289513,6.1816590E+01
DCV,1.2100509405,6.1816681E+01
DCV,1.2258980274,6.1816711E+01
DCV,1.2441550493,6.1815928E+01
DCV,1.2595499754,6.1816049E+01
DCV,1.2821639776,6.1816320E+01
DCV,1.2975150347,6.1816289E+01
DCV,1.3132549524,6.1816440E+01
DCV,1.3362050056,6.1816470E+01
DCV,1.3513269424,6.1816350E+01
DCV,1.3736040592,6.1816530E+01
DCV,1.3892040253,6.1816259E+01
DCV,1.4047379494,6.1815808E+01
DCV,1.4276920557,6.1816049E+01
DCV,1.4432990551,6.1816199E+01
DCV,1.4659689665,6.1816079E+01
DCV,1.4813799858,6.1816049E+01
DCV,1.4969639778,6.1816169E+01
DCV,1.5198700428,6.1816229E+01
DCV,1.5352330208,6.1816921E+01
DCV,1.5508600473,6.1816440E+01
DCV,1.5735499859,6.1816320E+01
DCV,1.5888830423,6.1816681E+01
DCV,1.6120079756,6.1816470E+01
DCV,1.6273720264,6.1816259E+01
DCV,1.6428819895,6.1816259E+01
DCV,1.6657400131,6.1816590E+01
DCV,1.6810460091,6.1816079E+01
DCV,1.7041319609,6.1816620E+01
DCV,1.7197560072,6.1817192E+01
DCV,1.7353179455,6.1816620E+01
DCV,1.7581280470,6.1816620E+01
DCV,1.7736239433,6.1817373E+01
DCV,1.7889640331,6.1817072E+01
DCV,1.8120280504,6.1816560E+01
DCV,1.8274389505,6.1816681E+01
DCV,1.8498580456,6.1816620E+01
DCV,1.8655120134,6.1816590E+01
DCV,1.8811709881,6.1816380E+01
DCV,1.9042990208,6.1816620E+01
DCV,1.9198759794,6.1816861E+01
DCV,1.9350490570,6.1817072E+01
DCV,1.9577950239,6.1816560E+01
DCV,1.9734920263,6.1816530E+01
DCV,1.9962699413,6.1817072E+01
DCV,2.0116059780,6.1816711E+01
DCV,2.0269889832,6.1816410E+01
DCV,2.0498991013,6.1815928E+01
DCV,2.0656321049,6.1816259E+01
DCV,2.0812849998,6.1816500E+01
DCV,2.1036789417,6.1816410E+01
DCV,2.1187760830,6.1817343E+01
DCV,2.1418669224,6.1816831E+01
DCV,2.1575860977,6.1816259E+01
DCV,2.1729431152,6.1816320E+01
DCV,2.1955850124,6.1816259E+01
DCV,2.2107169628,6.1816801E+01
DCV,2.2336499691,6.1817162E+01
DCV,2.2520720959,6.1817012E+01
DCV,2.2674219608,6.1816771E+01
DCV,2.2825119495,6.1816831E+01
DCV,2.3082320690,6.1816741E+01
DCV,2.3240070343,6.1816440E+01
DCV,2.3394310474,6.1816500E+01
DCV,2.3620460033,6.1816921E+01
DCV,2.3771140575,6.1817343E+01
DCV,2.3921630383,6.1816771E+01
DCV,2.4154610634,6.1815808E+01
DCV,2.4309039116,6.1816771E+01
DCV,2.4532799721,6.1817222E+01
DCV,2.4685330391,6.1817102E+01
DCV,2.4835979939,6.1817373E+01
DCV,2.5064868927,6.1816410E+01
DCV,2.5221679211,6.1816620E+01
DCV,2.5445508957,6.1816801E+01
DCV,2.5595629215,6.1816651E+01
DCV,2.5751409531,6.1816711E+01
DCV,2.5984530449,6.1817132E+01
DCV,2.6138670444,6.1816590E+01
DCV,2.6364600658,6.1816711E+01
DCV,2.6514990330,6.1816711E+01
DCV,2.6669499874,6.1816831E+01
DCV,2.6903638840,6.1816440E+01
DCV,2.7058091164,6.1816289E+01
DCV,2.7209279537,6.1816350E+01
DCV,2.7437388897,6.1815507E+01
DCV,2.7592329979,6.1816229E+01
DCV,2.7824430466,6.1816952E+01
DCV,2.7978799343,6.1817644E+01
DCV,2.8130049706,6.1818005E+01
DCV,2.8360090256,6.1817854E+01
DCV,2.8514750004,6.1817343E+01
DCV,2.8744070530,6.1816921E+01
DCV,2.8900799751,6.1815928E+01
DCV,2.9052140713,6.1816590E+01
DCV,2.9281270504,6.1817975E+01
DCV,2.9437830448,6.1817433E+01
DCV,2.9592409134,6.1816590E+01
DCV,2.9821519852,6.1816861E+01
DCV,2.9979770184,6.1816952E+01
DCV,3.0136630535,6.1817162E+01
DCV,3.0365829468,6.1817493E+01
DCV,3.0522220135,6.1817644E+01
DCV,3.0746109486,6.1817433E+01
DCV,3.0900690556,6.1817313E+01
DCV,3.1057190895,6.1816861E+01
DCV,3.1283249855,6.1816651E+01
DCV,3.1438620090,6.1817192E+01
DCV,3.1668291092,6.1817584E+01
DCV,3.1823730469,6.1817764E+01
DCV,3.1977479458,6.1817614E+01
DCV,3.2205810547,6.1817854E+01
DCV,3.2360949516,6.1817854E+01
DCV,3.2517230511,6.1817283E+01
DCV,3.2748301029,6.1817343E+01
DCV,3.2901990414,6.1817162E+01
DCV,3.3127129078,6.1816440E+01
DCV,3.3284969330,6.1816952E+01
DCV,3.3441870213,6.1817523E+01
DCV,3.3669099808,6.1817343E+01
DCV,3.3822610378,6.1816982E+01
DCV,3.3973801136,6.1817854E+01
DCV,3.4203009605,6.1817794E+01
DCV,3.4362909794,6.1817132E+01
DCV,3.4589080811,6.1816771E+01
DCV,3.4739980698,6.1817283E+01
DCV,3.4892830849,6.1817403E+01
DCV,3.5122148991,6.1817884E+01
DCV,3.5278229713,6.1817283E+01
DCV,3.5505919456,6.1816741E+01
DCV,3.5660419464,6.1817132E+01
DCV,3.5811419487,6.1817222E+01
DCV,3.6042220592,6.1817764E+01
DCV,3.6196990013,6.1817162E+01
DCV,3.6348240376,6.1817433E+01
DCV,3.6573650837,6.1818155E+01
DCV,3.6724390984,6.1817403E+01
DCV,3.6957139969,6.1817915E+01
DCV,3.7111589909,6.1818336E+01
DCV,3.7262709141,6.1818035E+01
DCV,3.7487618923,6.1818336E+01
DCV,3.7638258934,6.1817975E+01
DCV,3.7867689133,6.1817433E+01
DCV,3.8024380207,6.1816921E+01
DCV,3.8175780773,6.1817523E+01
DCV,3.8398630619,6.1817734E+01
DCV,3.8555140495,6.1817493E+01
DCV,3.8787360191,6.1817373E+01
DCV,3.8941640854,6.1817704E+01
DCV,3.9095060825,6.1817553E+01
DCV,3.9318230152,6.1817553E+01
DCV,3.9472889900,6.1817794E+01
DCV,3.9707629681,6.1817794E+01
DCV,3.9862029552,6.1817553E+01
DCV,4.0012941360,6.1817463E+01
DCV,4.0241189003,6.1817162E+01
DCV,4.0399122238,6.1816982E+01
DCV,4.0554008484,6.1817222E+01
DCV,4.0779991150,6.1816861E+01
DCV,4.0930461884,6.1816771E+01
DCV,4.1157841682,6.1818005E+01
DCV,4.1316180229,6.1817644E+01
DCV,4.1472101212,6.1818155E+01
DCV,4.1699028015,6.1818065E+01
DCV,4.1852498055,6.1817042E+01
DCV,4.2081661224,6.1816440E+01
DCV,4.2237248421,6.1816711E+01
DCV,4.2394990921,6.1817463E+01
DCV,4.2623500824,6.1817162E+01
DCV,4.2779340744,6.1817915E+01
DCV,4.2937879562,6.1818065E+01
DCV,4.3168358803,6.1817854E+01
DCV,4.3322010040,6.1817734E+01
DCV,4.3548130989,6.1818035E+01
