Mode,Time(s),Value
DCV,0.0005880000,6.1767324E+01
DCV,0.0239070002,6.1767896E+01
DCV,0.0397480018,6.1768137E+01
DCV,0.0551830009,6.1767505E+01
DCV,0.0778430030,6.1767053E+01
DCV,0.0933500007,6.1766993E+01
DCV,0.1089140028,6.1767144E+01
DCV,0.1319099963,6.1765609E+01
DCV,0.1474840045,6.1765368E+01
DCV,0.1625750065,6.1765579E+01
DCV,0.1849520057,6.1766060E+01
DCV,0.2005729973,6.1767384E+01
DCV,0.2235260010,6.1768859E+01
DCV,0.2389539927,6.1767956E+01
DCV,0.2542929947,6.1765248E+01
DCV,0.2766619921,6.1765067E+01
DCV,0.2922559977,6.1766482E+01
DCV,0.3152079880,6.1767715E+01
DCV,0.3303349912,6.1766692E+01
DCV,0.3453400135,6.1766301E+01
DCV,0.3678579926,6.1766993E+01
DCV,0.3833819926,6.1766903E+01
DCV,0.4063960016,6.1768829E+01
DCV,0.4215320051,6.1767836E+01
DCV,0.4438109994,6.1766873E+01
DCV,0.4621779919,6.1767023E+01
DCV,0.4779430032,6.1766060E+01
DCV,0.4933249950,6.1765639E+01
DCV,0.5159630179,6.1766331E+01
DCV,0.5310320258,6.1766903E+01
DCV,0.5538769960,6.1767625E+01
DCV,0.5698189735,6.1768739E+01
DCV,0.5851690173,6.1766843E+01
DCV,0.6075530052,6.1767234E+01
DCV,0.6227880120,6.1767595E+01
DCV,0.6382579803,6.1766873E+01
DCV,0.6613320112,6.1766060E+01
DCV,0.6768990159,6.1765850E+01
DCV,0.6992639899,6.1766963E+01
DCV,0.7142649889,6.1767806E+01
DCV,0.7332379818,6.1768408E+01
DCV,0.7487570047,6.1768889E+01
DCV,0.7711449862,6.1768468E+01
DCV,0.7864050269,6.1767926E+01
DCV,0.8092020154,6.1767204E+01
DCV,0.8249559999,6.1766482E+01
DCV,0.8406770229,6.1766542E+01
DCV,0.8630949855,6.1765669E+01
DCV,0.8781200051,6.1765579E+01
DCV,0.9011340141,6.1767926E+01
DCV,0.9168220162,6.1767294E+01
DCV,0.9322460294,6.1767264E+01
DCV,0.9548460245,6.1767234E+01
DCV,0.9698730111,6.1767715E+01
DCV,0.9882540107,6.1767986E+01
DCV,1.0041359663,6.1768077E+01
DCV,1.0268579721,6.1767023E+01
DCV,1.0419700146,6.1766120E+01
DCV,1.0649889708,6.1766903E+01
DCV,1.0806380510,6.1767114E+01
DCV,1.0962959528,6.1766993E+01
DCV,1.1192280054,6.1767324E+01
DCV,1.1343770027,6.1767715E+01
DCV,1.1571899652,6.1768739E+01
DCV,1.1729290485,6.1767896E+01
DCV,1.1882590055,6.1767204E+01
DCV,1.2107429504,6.1767746E+01
DCV,1.2265189886,6.1767896E+01
DCV,1.2425129414,6.1767505E+01
DCV,1.2652189732,6.1767836E+01
DCV,1.2808690071,6.1767746E+01
DCV,1.2963080406,6.1766692E+01
DCV,1.3189630508,6.1766963E+01
DCV,1.3346199989,6.1766542E+01
DCV,1.3570120335,6.1767715E+01
DCV,1.3722430468,6.1767445E+01
DCV,1.3879480362,6.1766843E+01
DCV,1.4110100269,6.1767715E+01
DCV,1.4263459444,6.1766752E+01
DCV,1.4489229918,6.1766542E+01
DCV,1.4641669989,6.1767023E+01
DCV,1.4796539545,6.1767264E+01
DCV,1.5028990507,6.1766783E+01
DCV,1.5183099508,6.1766151E+01
DCV,1.5406609774,6.1767776E+01
DCV,1.5560899973,6.1769010E+01
DCV,1.5716910362,6.1767535E+01
DCV,1.5944099426,6.1766000E+01
DCV,1.6097530127,6.1765910E+01
DCV,1.6320500374,6.1765880E+01
DCV,1.6472359896,6.1766783E+01
DCV,1.6629920006,6.1766752E+01
DCV,1.6857390404,6.1766752E+01
DCV,1.7008650303,6.1767806E+01
DCV,1.7233730555,6.1769070E+01
DCV,1.7386130095,6.1768769E+01
DCV,1.7593699694,6.1768257E+01
DCV,1.7747509480,6.1767204E+01
DCV,1.7898240089,6.1766181E+01
DCV,1.8123480082,6.1766241E+01
DCV,1.8277260065,6.1767806E+01
DCV,1.8504320383,6.1767354E+01
DCV,1.8657699823,6.1767204E+01
DCV,1.8880690336,6.1766662E+01
DCV,1.9030480385,6.1767595E+01
DCV,1.9188469648,6.1767264E+01
DCV,1.9419670105,6.1767625E+01
DCV,1.9573080540,6.1767956E+01
DCV,1.9798849821,6.1768077E+01
DCV,1.9949710369,6.1767445E+01
DCV,2.0105710030,6.1766692E+01
DCV,2.0338890553,6.1766482E+01
DCV,2.0492548943,6.1767083E+01
DCV,2.0643320084,6.1767535E+01
DCV,2.0872619152,6.1767926E+01
DCV,2.1028580666,6.1768558E+01
DCV,2.1258399487,6.1767114E+01
DCV,2.1414248943,6.1766632E+01
DCV,2.1565260887,6.1767174E+01
DCV,2.1792089939,6.1767595E+01
DCV,2.1949849129,6.1767655E+01
DCV,2.2105689049,6.1767866E+01
DCV,2.2332630157,6.1768528E+01
DCV,2.2486500740,6.1767655E+01
DCV,2.2713499069,6.1767354E+01
DCV,2.2869069576,6.1768347E+01
DCV,2.3027169704,6.1768648E+01
DCV,2.3254249096,6.1767685E+01
DCV,2.3408110142,6.1767475E+01
DCV,2.3564839363,6.1767053E+01
DCV,2.3790979385,6.1765248E+01
DCV,2.3946249485,6.1765067E+01
DCV,2.4176239967,6.1766241E+01
DCV,2.4331719875,6.1767565E+01
DCV,2.4486370087,6.1767986E+01
DCV,2.4717109203,6.1768618E+01
DCV,2.4870669842,6.1768648E+01
DCV,2.5099010468,6.1768197E+01
DCV,2.5255270004,6.1766783E+01
DCV,2.5408749580,6.1765789E+01
DCV,2.5638959408,6.1765819E+01
DCV,2.5795319080,6.1767114E+01
DCV,2.5950889587,6.1766602E+01
DCV,2.6182169914,6.1767294E+01
DCV,2.6335310936,6.1769431E+01
DCV,2.6490650177,6.1769551E+01
DCV,2.6719260216,6.1768558E+01
DCV,2.6874680519,6.1768317E+01
DCV,2.7101500034,6.1768378E+01
DCV,2.7255640030,6.1767565E+01
DCV,2.7409560680,6.1766572E+01
DCV,2.7638430595,6.1766933E+01
DCV,2.7799160480,6.1767083E+01
DCV,2.7952709198,6.1767354E+01
DCV,2.8176770210,6.1767565E+01
DCV,2.8332479000,6.1768679E+01
DCV,2.8564000130,6.1769792E+01
DCV,2.8718509674,6.1769341E+01
