Mode,Time(s),Value
DCV,0.0005510000,6.1845602E+01
DCV,0.0164770000,6.1846355E+01
DCV,0.0397330001,6.1846896E+01
DCV,0.0550610013,6.1845903E+01
DCV,0.0706629977,6.1845602E+01
DCV,0.0935840011,6.1845813E+01
DCV,0.1090549976,6.1845030E+01
DCV,0.1244959980,6.1845362E+01
DCV,0.1470990032,6.1845422E+01
DCV,0.1625069976,6.1845151E+01
DCV,0.1851029992,6.1845963E+01
DCV,0.2008049935,6.1845843E+01
DCV,0.2162330002,6.1845542E+01
DCV,0.2388709933,6.1846264E+01
DCV,0.2545009851,6.1846415E+01
DCV,0.2768909931,6.1845843E+01
DCV,0.2922770083,6.1845753E+01
DCV,0.3079270124,6.1845542E+01
DCV,0.3306989968,6.1845723E+01
DCV,0.3460460007,6.1845843E+01
DCV,0.3686180115,6.1845662E+01
DCV,0.3839789927,6.1845843E+01
DCV,0.3993969858,6.1845753E+01
DCV,0.4223900139,6.1845572E+01
DCV,0.4377390146,6.1845873E+01
DCV,0.4606580138,6.1845933E+01
DCV,0.4762839973,6.1846294E+01
DCV,0.4919500053,6.1846656E+01
DCV,0.5150020123,6.1846144E+01
DCV,0.5302810073,6.1845963E+01
DCV,0.5453130007,6.1845723E+01
DCV,0.5681880116,6.1845662E+01
DCV,0.5839620233,6.1845903E+01
DCV,0.5993859768,6.1846204E+01
DCV,0.6219840050,6.1845542E+01
DCV,0.6370270252,6.1845542E+01
DCV,0.6595870256,6.1845241E+01
DCV,0.6757619977,6.1845121E+01
DCV,0.6911339760,6.1845813E+01
DCV,0.7135090232,6.1846535E+01
DCV,0.7287390232,6.1847047E+01
DCV,0.7513620257,6.1846355E+01
DCV,0.7668290138,6.1845452E+01
DCV,0.7894290090,6.1845783E+01
DCV,0.8044499755,6.1846505E+01
DCV,0.8194220066,6.1846445E+01
DCV,0.8424940109,6.1845994E+01
DCV,0.8579589725,6.1845632E+01
DCV,0.8803520203,6.1845753E+01
DCV,0.8956279755,6.1845753E+01
DCV,0.9106249809,6.1845753E+01
DCV,0.9336130023,6.1845753E+01
DCV,0.9492689967,6.1845963E+01
DCV,0.9716359973,6.1845362E+01
DCV,0.9866510034,6.1846084E+01
DCV,1.0020029545,6.1846716E+01
DCV,1.0250860453,6.1846565E+01
DCV,1.0406219959,6.1846264E+01
DCV,1.0632309914,6.1845512E+01
DCV,1.0782799721,6.1845422E+01
DCV,1.0935560465,6.1846204E+01
DCV,1.1168129444,6.1846144E+01
DCV,1.1322259903,6.1845662E+01
DCV,1.1548099518,6.1846084E+01
DCV,1.1698490381,6.1846415E+01
DCV,1.1852149963,6.1846626E+01
DCV,1.2084519863,6.1846475E+01
DCV,1.2238739729,6.1846144E+01
DCV,1.2462179661,6.1845963E+01
DCV,1.2617069483,6.1846054E+01
DCV,1.2771329880,6.1846114E+01
DCV,1.2998640537,6.1846626E+01
DCV,1.3155499697,6.1846535E+01
DCV,1.3306599855,6.1845994E+01
DCV,1.3533589840,6.1845994E+01
DCV,1.3689349890,6.1845723E+01
DCV,1.3916380405,6.1845602E+01
DCV,1.4070379734,6.1845873E+01
DCV,1.4224319458,6.1845693E+01
DCV,1.4449340105,6.1845963E+01
DCV,1.4603099823,6.1845933E+01
DCV,1.4832659960,6.1845693E+01
DCV,1.4988579750,6.1846144E+01
DCV,1.5146019459,6.1846626E+01
DCV,1.5377780199,6.1846836E+01
DCV,1.5531320572,6.1846806E+01
DCV,1.5685379505,6.1846927E+01
DCV,1.5914520025,6.1846325E+01
DCV,1.6069929600,6.1845091E+01
DCV,1.6296590567,6.1845753E+01
DCV,1.6449899673,6.1845753E+01
DCV,1.6602499485,6.1846114E+01
DCV,1.6833189726,6.1846626E+01
DCV,1.6992230415,6.1845994E+01
DCV,1.7145860195,6.1845994E+01
DCV,1.7369420528,6.1846445E+01
DCV,1.7523959875,6.1846565E+01
DCV,1.7754609585,6.1846656E+01
DCV,1.7908940315,6.1846686E+01
DCV,1.8062670231,6.1846264E+01
DCV,1.8285659552,6.1845753E+01
DCV,1.8437349796,6.1846114E+01
DCV,1.8668669462,6.1846656E+01
DCV,1.8822159767,6.1846234E+01
DCV,1.8973410130,6.1845873E+01
DCV,1.9199249744,6.1845963E+01
DCV,1.9351400137,6.1846385E+01
