Mode,Time(s),Value
DCV,0.0004970000,6.1860740E+01
DCV,0.0237349998,6.1859807E+01
DCV,0.0393700004,6.1860680E+01
DCV,0.0548640005,6.1860861E+01
DCV,0.0779199973,6.1860530E+01
DCV,0.0934920013,6.1859898E+01
DCV,0.1158490032,6.1860439E+01
DCV,0.1308960021,6.1860981E+01
DCV,0.1465220004,6.1861463E+01
DCV,0.1649020016,6.1861493E+01
DCV,0.1874980032,6.1860590E+01
DCV,0.2028259933,6.1861132E+01
DCV,0.2253089994,6.1860680E+01
DCV,0.2408050001,6.1858965E+01
DCV,0.2564139962,6.1860409E+01
DCV,0.2788259983,6.1861222E+01
DCV,0.2938520014,6.1861252E+01
DCV,0.3166869879,6.1861703E+01
DCV,0.3324039876,6.1862937E+01
DCV,0.3477840126,6.1863208E+01
DCV,0.3704079986,6.1860861E+01
DCV,0.3854849935,6.1859236E+01
DCV,0.4110909998,6.1860740E+01
DCV,0.4265230000,6.1860800E+01
DCV,0.4416700006,6.1861312E+01
DCV,0.4567160010,6.1861402E+01
DCV,0.4791820049,6.1861041E+01
DCV,0.4946829975,6.1862787E+01
DCV,0.5179179907,6.1862696E+01
DCV,0.5332679749,6.1862305E+01
DCV,0.5483610034,6.1861643E+01
DCV,0.5710319877,6.1860108E+01
DCV,0.5865380168,6.1860409E+01
DCV,0.6095870137,6.1862155E+01
DCV,0.6251519918,6.1863058E+01
DCV,0.6402549744,6.1863028E+01
DCV,0.6628350019,6.1864021E+01
DCV,0.6785780191,6.1864231E+01
DCV,0.6941509843,6.1864292E+01
DCV,0.7168099880,6.1864743E+01
DCV,0.7321360111,6.1864893E+01
DCV,0.7548469901,6.1862937E+01
DCV,0.7702609897,6.1862125E+01
DCV,0.7859690189,6.1862095E+01
DCV,0.8086900115,6.1864051E+01
DCV,0.8237910271,6.1864713E+01
DCV,0.8467599750,6.1864292E+01
DCV,0.8622019887,6.1864292E+01
DCV,0.8776819706,6.1864021E+01
DCV,0.9006100297,6.1864292E+01
DCV,0.9160590172,6.1864833E+01
DCV,0.9315289855,6.1864111E+01
DCV,0.9542070031,6.1862546E+01
DCV,0.9696469903,6.1863058E+01
DCV,0.9922739863,6.1863178E+01
DCV,1.0080469847,6.1863870E+01
DCV,1.0234069824,6.1864021E+01
DCV,1.0458279848,6.1864051E+01
DCV,1.0614559650,6.1865586E+01
DCV,1.0842789412,6.1866037E+01
DCV,1.0998760462,6.1866308E+01
DCV,1.1154119968,6.1865255E+01
DCV,1.1378209591,6.1864562E+01
