freq,offset,resistance,theta
0.1,5,0.010603927988752405,-0.1449145029800224
0.1492299737992774,5,0.009360364056382752,-0.10958213702693032
0.22269585080133017,5,0.009291970283012726,-0.09124484412290362
0.3323289598029029,5,0.008858023236621729,-0.05985982264199052
0.49593441964128304,5,0.008758352966473452,-0.0543534141148343
0.7400828044922851,5,0.00857446599925894,-0.04330802129136835
1.1044253752367945,5,0.0085024028769233,-0.03761021980247514
1.6481336980984396,5,0.008454194162360248,-0.030618093422649872
2.459509485849363,5,0.008432930679852572,-0.026294425654647124
3.6703253613237465,5,0.008391545158679514,-0.025259265285385357
5.477225575051659,5,0.008344847607804375,-0.030886323732200127
8.173662290576912,5,0.00833725944965094,-0.030270042074900916
12.197554094669341,5,0.008215146960840927,-0.03565990784204326
18.20240677962775,5,0.008194149653670095,-0.0518118552024891
27.16344686807639,5,0.008060933818063746,-0.06458000198498581
40.53600464421105,5,0.007954916436307895,-0.07733630662339475
60.49186910983003,5,0.007747818687427407,-0.0861435229902292
90.27200042329255,5,0.007582280410205515,-0.09492939593851535
134.7128825797631,5,0.00736827409598953,-0.11101897690186568
201.03199937803183,5,0.0071375178157415545,-0.11455904928368466
