freq,offset,resistance,theta
0.1,2,0.009605334005994613,-0.15891391913130748
0.1492299737992774,2,0.009112561773496054,-0.12219689496825081
0.22269585080133017,2,0.009003974447416326,-0.10111190908043477
0.3323289598029029,2,0.008803704535374827,-0.07571307525863058
0.49593441964128304,2,0.008725213579375952,-0.059583143059825705
0.7400828044922851,2,0.008552942254303614,-0.04957611101120052
1.1044253752367945,2,0.008519604697091992,-0.042852722034393165
1.6481336980984396,2,0.008464494289069915,-0.03582225511660653
2.459509485849363,2,0.008440089098070197,-0.028537920428577612
3.6703253613237465,2,0.00839156546016611,-0.02794255106988386
5.477225575051659,2,0.008340764895666798,-0.02620323253713419
8.173662290576912,2,0.008406304128677542,-0.03229444874185394
12.197554094669341,2,0.0083150742268328,-0.041477566281647116
18.20240677962775,2,0.008215260378485913,-0.04748009382757079
27.16344686807639,2,0.008136188285978261,-0.06101613633874714
40.53600464421105,2,0.007932212146866199,-0.07289931660960347
60.49186910983003,2,0.00782263659914336,-0.09011907601391833
90.27200042329255,2,0.007639049402105494,-0.10011923109336296
134.7128825797631,2,0.007382416846995449,-0.10629658881510551
201.03199937803183,2,0.007133433490471801,-0.1129846337582775
