freq,offset,resistance,theta
0.1,0,0.009434095072392146,-0.14619549167051263
0.1492299737992774,0,0.009224186197914843,-0.11498913437851899
0.22269585080133017,0,0.009044409405037904,-0.08965150033610109
0.3323289598029029,0,0.008929371343469994,-0.07166017368476507
0.49593441964128304,0,0.008824099220950616,-0.05459670254102145
0.7400828044922851,0,0.008734088152279162,-0.04384771266470233
1.1044253752367945,0,0.00872363883075849,-0.0355952932380339
1.6481336980984396,0,0.008651093442531758,-0.029891674913865574
2.459509485849363,0,0.008614546356363103,-0.027558741757587102
3.6703253613237465,0,0.008614467015395474,-0.02737946832313476
5.477225575051659,0,0.008572027532390277,-0.030321161566459365
8.173662290576912,0,0.008522613208220347,-0.03428417653576843
12.197554094669341,0,0.008472161312258473,-0.04082633634056493
18.20240677962775,0,0.008412677066886264,-0.052160615785098674
27.16344686807639,0,0.008312341200643576,-0.066092972580573
40.53600464421105,0,0.008174684362028043,-0.08048822038089787
60.49186910983003,0,0.00791212228526638,6.1866388191189685
90.27200042329255,0,0.007714068300182473,-0.10621101054194626
134.7128825797631,0,0.007430671961136802,-0.1174582361105454
201.03199937803183,0,0.007146842540829734,-0.12304518460800007
