Time,Voltage,Current,Total mAh,Temperature,,Total mAh,Voltage
0.043349504,4.056875,8.397656,1.166341111,24.875,,1.166341111,4.056875
0.538582087,4.053117,8.398017,1.632897611,24.875,,1.632897611,4.053117
0.753786802,3.933563,16.795847,2.566000222,24.875,,2.566000222,3.933563
0.955948353,3.927947,16.796268,3.499126222,24.875,,3.499126222,3.927947
1.133900404,3.922896,16.796097,4.432242722,24.937,,4.432242722,3.922896
1.33292079,3.918836,16.79623,5.365366611,24.937,,5.365366611,3.918836
1.55281949,3.915413,16.796309,6.298494889,24.937,,6.298494889,3.915413
1.73579073,3.911801,16.795376,7.231571333,24.937,,7.231571333,3.911801
1.931792736,3.908879,16.795713,8.1646665,24.937,,8.1646665,3.908879
2.156762838,3.904997,16.795462,9.097747722,24.875,,9.097747722,3.904997
2.331901073,3.902513,16.795628,10.03083817,24.875,,10.03083817,3.902513
2.535689831,3.899799,16.796207,10.96396078,24.875,,10.96396078,3.899799
2.753534555,3.897492,16.796049,11.89707461,24.875,,11.89707461,3.897492
2.932726383,3.895029,16.796331,12.83020411,24.875,,12.83020411,3.895029
3.130673647,3.892243,16.795118,13.76326622,24.875,,13.76326622,3.892243
3.355608702,3.889675,16.795996,14.69637711,24.875,,14.69637711,3.889675
3.533657551,3.888256,16.795971,15.62948661,24.875,,15.62948661,3.888256
3.734655619,3.886158,16.795219,16.56255433,24.875,,16.56255433,3.886158
3.957591057,3.883799,16.796278,17.49568089,24.937,,17.49568089,3.883799
4.130579233,3.88143,16.796732,18.42883267,24.937,,18.42883267,3.88143
4.332518578,3.879687,16.796654,19.36198011,24.937,,19.36198011,3.879687
4.555493355,3.878007,16.795822,20.29508133,24.937,,20.29508133,3.878007
4.730552435,3.876431,16.796167,21.22820172,24.937,,21.22820172,3.876431
4.935508013,3.874949,16.796183,22.161323,24.937,,22.161323,3.874949
5.151488066,3.872653,16.795759,23.09442072,24.937,,23.09442072,3.872653
5.332392216,3.871275,16.795933,24.02752811,24.937,,24.02752811,3.871275
5.546053171,3.869897,16.797201,26.36047269,24.937,,26.36047269,3.869897
6.033406258,3.986248,8.397429,27.52678228,24.937,,27.52678228,3.986248
6.543334961,3.989525,8.398134,28.69318978,24.937,,28.69318978,3.989525
7.046549082,3.990204,8.39819,29.85960506,24.937,,29.85960506,3.990204
7.533176899,3.990694,8.398158,31.02601589,24.937,,31.02601589,3.990694
8.032187462,3.990433,8.398166,32.19242783,24.937,,32.19242783,3.990433
8.535092354,3.990924,8.398338,33.35886367,24.875,,33.35886367,3.990924
9.030581951,3.989817,8.397853,34.52523214,24.875,,34.52523214,3.989817
9.532034397,3.990016,8.397939,35.69161256,24.875,,35.69161256,3.990016
10.05574727,3.98869,8.397461,36.85792658,24.937,,36.85792658,3.98869
10.56070352,3.98868,8.397688,38.02427214,24.937,,38.02427214,3.98868
11.0318377,3.987563,8.397453,39.19058506,24.875,,39.19058506,3.987563
11.53285098,3.986989,8.398433,40.35703408,24.875,,40.35703408,3.986989
12.03576136,3.986091,8.397954,41.52341658,24.937,,41.52341658,3.986091
12.53069401,3.985789,8.397837,42.68978283,24.937,,42.68978283,3.985789
13.03369164,3.984641,8.39761,43.85611756,24.875,,43.85611756,3.984641
13.55637479,3.984296,8.397931,45.02249686,24.937,,45.02249686,3.984296
14.05439472,3.983138,8.398652,46.18897631,24.937,,46.18897631,3.983138
14.53452253,3.982491,8.398933,47.35549478,24.875,,47.35549478,3.982491
15.03339744,3.981499,8.397335,48.52179131,24.875,,48.52179131,3.981499
15.53445363,3.980977,8.398213,49.68820978,24.875,,49.68820978,3.980977
16.03137755,3.979954,8.397837,50.85457603,24.875,,50.85457603,3.979954
16.53231263,3.979276,8.398158,52.02098686,24.875,,52.02098686,3.979276
17.03722668,3.97842,8.397273,53.18727478,24.875,,53.18727478,3.97842
17.54115582,3.978076,8.398166,54.35368672,24.875,,54.35368672,3.978076
18.03418064,3.976761,8.397704,55.5200345,24.875,,55.5200345,3.976761
18.53107333,3.976375,8.397727,56.68638547,24.875,,56.68638547,3.976375
19.03303361,3.975321,8.397704,57.85273325,24.875,,57.85273325,3.975321
19.53497028,3.975352,8.397994,59.01912131,24.875,,59.01912131,3.975352
20.04792476,3.973786,8.397853,60.18548978,24.875,,60.18548978,3.973786
20.55699944,3.973557,8.397844,61.351857,24.937,,61.351857,3.973557
21.03176188,3.972743,8.397727,62.51820797,24.937,,62.51820797,3.972743
21.5347662,3.972179,8.397664,63.68455019,24.875,,63.68455019,3.972179
22.03268242,3.971156,8.397594,64.85088269,24.875,,64.85088269,3.971156
22.53364658,3.970895,8.398213,66.01730117,24.875,,66.01730117,3.970895
23.03154492,3.969653,8.397602,67.18363478,24.875,,67.18363478,3.969653
23.55532074,3.969455,8.397805,68.34999658,24.937,,68.34999658,3.969455
24.05630755,3.968307,8.397696,69.51634325,24.937,,69.51634325,3.968307
24.53448749,3.968411,8.398173,70.68275617,24.937,,70.68275617,3.968411
25.03445578,3.967075,8.397805,71.84911797,24.875,,71.84911797,3.967075
25.53434467,3.96718,8.398511,73.01557783,24.875,,73.01557783,3.96718
26.03124809,3.965729,8.397892,74.18195172,24.937,,74.18195172,3.965729
26.53820062,3.965896,8.398158,75.34836256,24.937,,75.34836256,3.965896
27.03264999,3.964623,8.398401,76.51480714,24.875,,76.51480714,3.964623
27.54896355,3.964571,8.398173,77.68122006,24.937,,77.68122006,3.964571
28.03207827,3.96337,8.397484,78.84753728,24.937,,78.84753728,3.96337
28.53197289,3.963235,8.397805,80.01389908,24.937,,80.01389908,3.963235
29.03596187,3.962473,8.397202,81.18017714,24.937,,81.18017714,3.962473
29.53589249,3.962066,8.398268,82.34660325,24.875,,82.34660325,3.962066
30.04484916,3.961064,8.397359,83.51290311,24.875,,83.51290311,3.961064
30.55339193,3.960855,8.398448,84.67935422,24.875,,84.67935422,3.960855
31.03305984,3.960072,8.397061,85.84561269,24.875,,85.84561269,3.960072
31.53669643,3.960135,8.397892,87.01198658,24.875,,87.01198658,3.960135
32.03562522,3.958809,8.397469,88.17830172,24.875,,88.17830172,3.958809
32.5346055,3.958799,8.397883,89.34467436,24.875,,89.34467436,3.958799
33.03455853,3.957807,8.397422,90.51098297,24.937,,90.51098297,3.957807
33.55326414,3.957411,8.397994,91.67737103,24.937,,91.67737103,3.957411
34.05719948,3.956889,8.397805,92.84373283,24.875,,92.84373283,3.956889
34.53236914,3.956764,8.398009,94.01012297,24.875,,94.01012297,3.956764
35.03440785,3.95572,8.397805,95.17648478,24.937,,95.17648478,3.95572
35.53430557,3.955522,8.398331,96.34291964,24.937,,96.34291964,3.955522
36.03439426,3.954676,8.397602,97.50925325,24.937,,97.50925325,3.954676
36.53932691,3.954948,8.397774,98.67561075,24.937,,98.67561075,3.954948
37.04408312,3.953674,8.397539,99.84193561,24.937,,99.84193561,3.953674
37.53402781,3.95381,8.397704,101.0082834,24.937,,101.0082834,3.95381
38.03603983,3.952902,8.397077,102.1745441,24.937,,102.1745441,3.952902
38.53401136,3.952662,8.398119,103.3409495,24.937,,103.3409495,3.952662
39.03492546,3.952098,8.397554,104.5072764,24.937,,104.5072764,3.952098
39.53387165,3.9519,8.398487,105.673733,24.937,,105.673733,3.9519
40.05663776,3.950982,8.397422,106.8400416,24.937,,106.8400416,3.950982
40.56050563,3.950846,8.398628,108.0065177,24.937,,108.0065177,3.950846
41.03471518,3.950126,8.397743,109.1728709,24.937,,109.1728709,3.950126
41.53365064,3.950272,8.398244,110.3392937,24.937,,110.3392937,3.950272
42.03462029,3.949124,8.398417,111.5057405,24.937,,111.5057405,3.949124
42.53455615,3.949051,8.398307,112.672172,24.875,,112.672172,3.949051
43.0325036,3.948226,8.398127,113.8385785,24.875,,113.8385785,3.948226
43.53801155,3.948268,8.398197,115.0049948,24.937,,115.0049948,3.948268
44.06195617,3.947402,8.39761,116.1713295,24.937,,116.1713295,3.947402
44.53336191,3.947412,8.39815,117.3377392,24.937,,117.3377392,3.947412
45.03528476,3.946525,8.397406,118.5040456,24.937,,118.5040456,3.946525
45.53217983,3.94687,8.39797,119.6704303,24.937,,119.6704303,3.94687
46.03625393,3.94569,8.397758,120.8367856,24.937,,120.8367856,3.94569
46.54812336,3.945732,8.398095,122.0031877,24.937,,122.0031877,3.945732
47.05218315,3.944949,8.398346,123.1696246,24.937,,123.1696246,3.944949
47.53602195,3.944907,8.398048,124.3360202,24.937,,124.3360202,3.944907
