Time,Voltage,Current,Total mAh,Temperature
0.04353809356689453,3.906458,3.907021,0.5426418055555555,25.062
0.5371963977813721,3.901845,3.901636,1.0845356944444444,25.125
1.031134843826294,3.897701,3.898046,1.6259309722222222,25.125
1.5341174602508545,3.893422,3.893224,2.1666565277777776,25.062
2.032050371170044,3.890291,3.890145,2.7069544444444444,25.062
2.53596830368042,3.886575,3.886398,3.2467319444444445,25.062
3.0556931495666504,3.883256,3.883507,3.7861079166666665,25.062
3.5587477684020996,3.880626,3.88048,4.325063472222222,25.062
4.034759998321533,3.877652,3.878027,4.8636783333333335,25.125
4.53378438949585,3.875189,3.875178,5.4018975000000005,25.125
5.033690929412842,3.873028,3.873258,5.939850000000001,25.062
5.535921573638916,3.870304,3.87021,6.477379166666667,25.062
6.034595012664795,3.868332,3.86852,7.014673611111111,25.062
6.542285203933716,3.866119,3.866213,7.551647638888889,25.062
7.055233716964722,3.863468,3.863927,8.088304166666667,25.062
7.5344414710998535,3.861621,3.861485,8.624621527777778,25.062
8.04543948173523,3.859951,3.860358,9.160782361111112,25.062
8.52924132347107,3.858396,3.858072,9.696625694444446,25.062
9.039313316345215,3.856371,3.856935,10.232311111111112,25.062
9.546261548995972,3.854847,3.854534,10.767663055555557,25.062
10.04990816116333,3.852593,3.853271,11.302839583333334,25.062
10.535091876983643,3.851278,3.851006,11.837701527777778,25.062
11.034999370574951,3.849973,3.850276,12.372462083333334,25.062
11.531926155090332,3.848022,3.848011,12.906908055555556,25.062
12.03490924835205,3.846946,3.847051,13.441220694444445,25.062
12.535885334014893,3.845506,3.845266,13.975285416666667,25.062
13.056556224822998,3.84393,3.844149,14.509195,25.0
13.555302143096924,3.843064,3.842709,15.042904583333334,25.062
14.034616231918335,3.841331,3.841551,15.576453333333333,25.062
14.534589529037476,3.840089,3.839922,16.109775833333334,25.062
15.034541368484497,3.83891,3.83916,16.642992500000002,25.062
15.533451557159424,3.837459,3.837459,17.17597291666667,25.062
16.029441595077515,3.836593,3.836854,17.70886930555556,25.062
16.535361528396606,3.835247,3.834965,18.241503333333338,25.062
17.04039740562439,3.83413,3.834662,18.774095277777782,25.062
17.53324007987976,3.832752,3.832992,19.306455277777783,25.062
18.034257888793945,3.832053,3.832178,19.838702222222228,25.062
18.534257888793945,3.831124,3.831093,20.370798472222226,25.062
19.035141468048096,3.830268,3.830487,20.90281055555556,25.062
19.55402636528015,3.829068,3.828817,21.43459069444445,25.062
20.057804346084595,3.827795,3.828379,21.966310000000004,25.062
20.534948348999023,3.827231,3.827001,22.49783791666667,25.062
21.033870935440063,3.826229,3.8265,23.02929625,25.062
21.533822536468506,3.825165,3.825081,23.5605575,25.062
22.031827211380005,3.824758,3.824893,24.09179263888889,25.062
22.5327787399292,3.823557,3.823609,24.622849444444444,25.062
23.037447452545166,3.822868,3.823181,25.153846805555556,25.062
23.54518175125122,3.821981,3.821626,25.684628194444446,25.062
24.036586046218872,3.821021,3.821439,26.215383611111115,25.062
24.53551459312439,3.820395,3.820249,26.745973750000005,25.062
25.03446888923645,3.819529,3.819675,27.27648416666667,25.062
25.532403230667114,3.818882,3.818579,27.806842361111116,25.062
26.041348218917847,3.817879,3.818245,28.33715416666667,25.125
26.545481204986572,3.817744,3.817055,28.86730069444445,25.125
27.033243656158447,3.816731,3.816575,29.39738055555556,25.062
27.535351991653442,3.815928,3.815646,29.927331388888895,25.062
28.03621745109558,3.815051,3.815656,30.457283611111116,25.062
28.5320565700531,3.814289,3.814227,30.987037361111117,25.062
29.032008171081543,3.813872,3.813924,31.516749027777784,25.062
29.563961029052734,3.813162,3.813193,32.046359166666676,25.062
30.058727264404297,3.81215,3.812724,32.575904166666675,25.062
30.53480339050293,3.811857,3.811576,33.10528972222223,25.062
31.033826112747192,3.811492,3.811503,33.6346651388889,25.062
31.534674882888794,3.810626,3.810438,34.163892638888896,25.062
32.03559327125549,3.809916,3.81001,34.693060694444455,25.062
32.53453993797302,3.809279,3.809008,35.22208958333334,25.062
33.0410590171814,3.80905,3.809102,35.75113152777779,25.062
33.54731583595276,3.808538,3.808121,36.280037222222234,25.062
34.03753161430359,3.807662,3.807829,36.80890236111112,25.062
34.53634333610535,3.807244,3.8069,37.33763847222223,25.062
35.03231358528137,3.806566,3.806722,37.86634986111112,25.062
35.540210485458374,3.806002,3.806002,38.39496125000001,25.062
36.054157733917236,3.805126,3.805752,38.923537916666675,25.062
36.55298686027527,3.805324,3.804812,39.45198402777778,25.062
37.032026290893555,3.804395,3.804656,39.98040847222223,25.062
37.53199219703674,3.803998,3.803936,40.50873291666667,25.062
38.03594207763672,3.803727,3.803696,41.03702402777778,25.062
38.531922817230225,3.802871,3.802642,41.565168750000005,25.0
39.04582357406616,3.802381,3.802506,42.09329458333334,25.062
39.55179476737976,3.802391,3.801911,42.62133777777778,25.062
40.03575801849365,3.801671,3.801734,43.14935638888889,25.062
40.53368043899536,3.801076,3.800763,43.67724013888889,25.062
41.035632610321045,3.800586,3.801024,44.20516013888889,25.062
41.533607721328735,3.800408,3.800565,44.73301638888889,25.062
42.034486293792725,3.799991,3.800032,45.26079861111111,25.062
42.55443263053894,3.799208,3.799145,45.78845763888889,25.0
43.060253858566284,3.798801,3.798957,46.31609055555556,25.0
43.5343234539032,3.798519,3.798383,46.843643750000005,25.0
44.03229856491089,3.798081,3.798509,47.37121444444445,25.0
44.534221172332764,3.797674,3.797674,47.89866916666667,25.062
45.03020787239075,3.797256,3.797413,48.426087638888895,25.062
45.53516459465027,3.796901,3.796828,48.95342486111112,25.0
