Mode,Time(s),Value
DCV,0.0005780000,6.1683448E+01
DCV,0.0164540000,6.1682184E+01
DCV,0.0398919992,6.1682606E+01
DCV,0.0552630015,6.1682907E+01
DCV,0.0776150003,6.1683328E+01
DCV,0.0928329974,6.1683057E+01
DCV,0.1082969978,6.1683117E+01
DCV,0.1314599961,6.1682816E+01
DCV,0.1470430046,6.1683178E+01
DCV,0.1621609926,6.1683418E+01
DCV,0.1844989955,6.1682576E+01
DCV,0.2002239972,6.1681914E+01
DCV,0.2232660055,6.1682666E+01
DCV,0.2386330068,6.1683599E+01
DCV,0.2539939880,6.1682997E+01
DCV,0.2766110003,6.1682275E+01
DCV,0.2920700014,6.1682064E+01
DCV,0.3150770068,6.1682546E+01
DCV,0.3304469883,6.1682004E+01
DCV,0.3455190063,6.1681974E+01
DCV,0.3684029877,6.1683870E+01
DCV,0.3838120103,6.1683569E+01
DCV,0.4066840112,6.1680800E+01
DCV,0.4222790003,6.1680138E+01
DCV,0.4373770058,6.1681041E+01
DCV,0.4600760043,6.1682305E+01
DCV,0.4756529927,6.1683328E+01
DCV,0.4984849989,6.1683238E+01
DCV,0.5138810277,6.1682034E+01
DCV,0.5295130014,6.1682215E+01
DCV,0.5522119999,6.1683930E+01
DCV,0.5673159957,6.1683659E+01
DCV,0.5828949809,6.1682816E+01
DCV,0.6056060195,6.1682576E+01
DCV,0.6210839748,6.1681793E+01
DCV,0.6439610124,6.1682937E+01
DCV,0.6617270112,6.1682245E+01
DCV,0.6773399711,6.1681011E+01
DCV,0.6929090023,6.1681522E+01
DCV,0.7156640291,6.1682425E+01
DCV,0.7309849858,6.1684171E+01
DCV,0.7538470030,6.1685314E+01
DCV,0.7693420053,6.1684622E+01
DCV,0.7849720120,6.1682666E+01
DCV,0.8078789711,6.1682515E+01
DCV,0.8230059743,6.1682184E+01
DCV,0.8455479741,6.1682395E+01
DCV,0.8609610200,6.1681914E+01
DCV,0.8766959906,6.1682124E+01
DCV,0.8995630145,6.1683599E+01
DCV,0.9146519899,6.1683268E+01
DCV,0.9369919896,6.1683238E+01
DCV,0.9527320266,6.1682967E+01
DCV,0.9684060216,6.1683358E+01
DCV,0.9910629988,6.1683629E+01
DCV,1.0064500570,6.1682004E+01
DCV,1.0215029716,6.1681643E+01
DCV,1.0446029902,6.1681282E+01
DCV,1.0602929592,6.1682004E+01
DCV,1.0827100277,6.1683870E+01
DCV,1.0977050066,6.1684953E+01
DCV,1.1128979921,6.1684532E+01
DCV,1.1356810331,6.1684050E+01
DCV,1.1510570049,6.1682967E+01
DCV,1.1736559868,6.1681763E+01
DCV,1.1892520189,6.1681312E+01
DCV,1.2046279907,6.1681703E+01
DCV,1.2278980017,6.1682816E+01
DCV,1.2432670593,6.1682786E+01
DCV,1.2656120062,6.1681402E+01
DCV,1.2808480263,6.1682184E+01
DCV,1.2961369753,6.1683509E+01
DCV,1.3192590475,6.1684261E+01
DCV,1.3348300457,6.1682816E+01
DCV,1.3571870327,6.1681282E+01
DCV,1.3722000122,6.1680469E+01
DCV,1.3878760338,6.1681492E+01
DCV,1.4109950066,6.1682967E+01
DCV,1.4263850451,6.1684291E+01
DCV,1.4417140484,6.1684171E+01
DCV,1.4641669989,6.1683719E+01
DCV,1.4797509909,6.1684472E+01
DCV,1.5030070543,6.1684411E+01
DCV,1.5183490515,6.1683659E+01
DCV,1.5334340334,6.1683659E+01
DCV,1.5562820435,6.1682786E+01
DCV,1.5717179775,6.1682034E+01
DCV,1.5947550535,6.1682154E+01
DCV,1.6100970507,6.1684050E+01
DCV,1.6251679659,6.1682997E+01
DCV,1.6480580568,6.1682275E+01
DCV,1.6635890007,6.1682726E+01
DCV,1.6866459846,6.1682275E+01
DCV,1.7022279501,6.1682696E+01
DCV,1.7173130512,6.1682847E+01
DCV,1.7400360107,6.1683388E+01
DCV,1.7555969954,6.1684050E+01
DCV,1.7710609436,6.1684472E+01
DCV,1.7938200235,6.1683479E+01
DCV,1.8094969988,6.1683147E+01
DCV,1.8322319984,6.1683599E+01
DCV,1.8473390341,6.1683689E+01
DCV,1.8629169464,6.1682997E+01
DCV,1.8855949640,6.1683418E+01
DCV,1.9010790586,6.1684261E+01
DCV,1.9239909649,6.1683900E+01
DCV,1.9391369820,6.1683448E+01
DCV,1.9544869661,6.1682786E+01
DCV,1.9776730537,6.1682907E+01
DCV,1.9931440353,6.1682094E+01
DCV,2.0155229568,6.1682786E+01
DCV,2.0307619572,6.1682726E+01
DCV,2.0460960865,6.1682515E+01
DCV,2.0692780018,6.1682546E+01
DCV,2.0849080086,6.1683057E+01
DCV,2.1000180244,6.1683840E+01
DCV,2.1223061085,6.1683479E+01
DCV,2.1378839016,6.1682515E+01
DCV,2.1610419750,6.1680830E+01
DCV,2.1764590740,6.1680559E+01
DCV,2.1917979717,6.1681974E+01
DCV,2.2140960693,6.1681974E+01
DCV,2.2294619083,6.1683569E+01
DCV,2.2526888847,6.1684201E+01
DCV,2.2680110931,6.1683358E+01
DCV,2.2830710411,6.1684321E+01
DCV,2.3055479527,6.1684171E+01
DCV,2.3209331036,6.1683178E+01
DCV,2.3438980579,6.1683298E+01
DCV,2.3590440750,6.1683087E+01
DCV,2.3740661144,6.1683147E+01
DCV,2.3965229988,6.1683659E+01
DCV,2.4121789932,6.1684111E+01
DCV,2.4348859787,6.1683689E+01
DCV,2.4502270222,6.1684050E+01
DCV,2.4725410938,6.1684833E+01
DCV,2.4877519608,6.1682184E+01
DCV,2.5037961006,6.1681703E+01
DCV,2.5264940262,6.1682335E+01
DCV,2.5416018963,6.1683659E+01
DCV,2.5641078949,6.1683930E+01
DCV,2.5821290016,6.1683388E+01
DCV,2.5978291035,6.1683147E+01
DCV,2.6134209633,6.1683689E+01
DCV,2.6357910633,6.1684020E+01
DCV,2.6507980824,6.1683238E+01
DCV,2.6738760471,6.1682275E+01
DCV,2.6895871162,6.1682967E+01
DCV,2.7049329281,6.1682786E+01
DCV,2.7275409698,6.1681432E+01
DCV,2.7427461147,6.1681583E+01
DCV,2.7583041191,6.1682816E+01
DCV,2.7817900181,6.1683689E+01
DCV,2.7972819805,6.1684532E+01
DCV,2.8196389675,6.1683539E+01
DCV,2.8352780342,6.1683870E+01
DCV,2.8507559299,6.1684411E+01
DCV,2.8735260963,6.1684291E+01
DCV,2.8891329765,6.1682816E+01
DCV,2.9042410851,6.1682967E+01
DCV,2.9273090363,6.1682154E+01
DCV,2.9429390430,6.1681763E+01
DCV,2.9656989574,6.1683238E+01
DCV,2.9810650349,6.1683509E+01
DCV,2.9964110851,6.1684111E+01
DCV,3.0191709995,6.1684111E+01
DCV,3.0345749855,6.1683779E+01
DCV,3.0574939251,6.1682937E+01
DCV,3.0728070736,6.1682546E+01
DCV,3.0881710052,6.1682907E+01
DCV,3.1110799313,6.1682455E+01
DCV,3.1262760162,6.1682064E+01
DCV,3.1492021084,6.1682696E+01
DCV,3.1645479202,6.1683027E+01
DCV,3.1800079346,6.1683027E+01
DCV,3.2028501034,6.1683659E+01
DCV,3.2180099487,6.1683840E+01
DCV,3.2334220409,6.1684080E+01
DCV,3.2565500736,6.1683238E+01
DCV,3.2721149921,6.1682335E+01
DCV,3.2945780754,6.1682004E+01
DCV,3.3099129200,6.1683689E+01
DCV,3.3253610134,6.1682576E+01
DCV,3.3484799862,6.1682816E+01
DCV,3.3641800880,6.1684773E+01
DCV,3.3865799904,6.1684171E+01
DCV,3.4016520977,6.1683900E+01
DCV,3.4172699451,6.1683087E+01
DCV,3.4403769970,6.1682847E+01
DCV,3.4557280540,6.1682937E+01
DCV,3.4783070087,6.1682696E+01
DCV,3.4934000969,6.1683479E+01
DCV,3.5088069439,6.1683117E+01
DCV,3.5323009491,6.1682064E+01
DCV,3.5476419926,6.1682877E+01
DCV,3.5627119541,6.1685525E+01
DCV,3.5852620602,6.1684652E+01
DCV,3.6008620262,6.1684291E+01
