Mode,Time(s),Value
DCV,0.0005220000,6.0604078E+01
DCV,0.0171009991,6.0603867E+01
DCV,0.0402409993,6.0603596E+01
DCV,0.0560089983,6.0603476E+01
DCV,0.0714749992,6.0603295E+01
DCV,0.0940669999,6.0603085E+01
DCV,0.1091319993,6.0603837E+01
DCV,0.1244060025,6.0604289E+01
DCV,0.1476400048,6.0603476E+01
DCV,0.1630879939,6.0603626E+01
DCV,0.1854609996,6.0603687E+01
DCV,0.2007649988,6.0604018E+01
DCV,0.2162770033,6.0602934E+01
DCV,0.2392410040,6.0603476E+01
DCV,0.2549130023,6.0603446E+01
DCV,0.2774040103,6.0603175E+01
DCV,0.2927590013,6.0603988E+01
DCV,0.3085690141,6.0603416E+01
DCV,0.3314979970,6.0603265E+01
DCV,0.3469249904,6.0603958E+01
DCV,0.3622879982,6.0604048E+01
DCV,0.3850629926,6.0603115E+01
DCV,0.4004949927,6.0602814E+01
DCV,0.4234589934,6.0602964E+01
DCV,0.4388639927,6.0603205E+01
DCV,0.4539949894,6.0603506E+01
DCV,0.4769929945,6.0603295E+01
DCV,0.4923560023,6.0603235E+01
DCV,0.5151039958,6.0603777E+01
DCV,0.5307700038,6.0603747E+01
DCV,0.5459030271,6.0603356E+01
DCV,0.5686140060,6.0603536E+01
DCV,0.5841839910,6.0604168E+01
DCV,0.6069589853,6.0603476E+01
DCV,0.6223790050,6.0602994E+01
DCV,0.6380339861,6.0603657E+01
DCV,0.6607239842,6.0603265E+01
DCV,0.6758379936,6.0602874E+01
DCV,0.6911450028,6.0603626E+01
DCV,0.7138339877,6.0603326E+01
DCV,0.7295150161,6.0602934E+01
DCV,0.7523639798,6.0603777E+01
DCV,0.7675330043,6.0604168E+01
DCV,0.7825980186,6.0603596E+01
DCV,0.8017910123,6.0604048E+01
DCV,0.8246269822,6.0603416E+01
DCV,0.8399689794,6.0603115E+01
DCV,0.8625559807,6.0602904E+01
DCV,0.8779519796,6.0603265E+01
DCV,0.8937169909,6.0603897E+01
DCV,0.9166539907,6.0603446E+01
DCV,0.9317749739,6.0602724E+01
DCV,0.9542940259,6.0602934E+01
DCV,0.9696490169,6.0603596E+01
DCV,0.9853879809,6.0603867E+01
DCV,1.0082459450,6.0603687E+01
DCV,1.0233650208,6.0602994E+01
DCV,1.0383770466,6.0602964E+01
DCV,1.0612479448,6.0603386E+01
DCV,1.0768810511,6.0603988E+01
DCV,1.0994139910,6.0603958E+01
DCV,1.1147060394,6.0603506E+01
DCV,1.1297440529,6.0603386E+01
DCV,1.1525059938,6.0603295E+01
DCV,1.1682269573,6.0602964E+01
DCV,1.1906210184,6.0603416E+01
DCV,1.2056900263,6.0603265E+01
DCV,1.2281529903,6.0603055E+01
DCV,1.2437709570,6.0603807E+01
DCV,1.2592010498,6.0603988E+01
DCV,1.2818050385,6.0603566E+01
DCV,1.2968590260,6.0603988E+01
DCV,1.3193960190,6.0604198E+01
DCV,1.3353669643,6.0604078E+01
DCV,1.3507900238,6.0603205E+01
DCV,1.3731629848,6.0602844E+01
DCV,1.3884240389,6.0603265E+01
DCV,1.4110980034,6.0600587E+01
DCV,1.4267779589,6.0599564E+01
DCV,1.4424279928,6.0602152E+01
