Mode,Time(s),Value
DCV,0.0080660004,6.1833113E+01
DCV,0.0248089992,6.1832330E+01
DCV,0.0404190011,6.1832270E+01
DCV,0.0632200018,6.1831789E+01
DCV,0.0790169984,6.1832180E+01
DCV,0.0948909968,6.1832390E+01
DCV,0.1174999997,6.1832150E+01
DCV,0.1326369941,6.1833263E+01
DCV,0.1555069983,6.1834226E+01
DCV,0.1711039990,6.1832601E+01
DCV,0.1865260005,6.1831909E+01
DCV,0.2091390043,6.1832541E+01
DCV,0.2242400050,6.1831367E+01
DCV,0.2471619993,6.1830284E+01
DCV,0.2628040016,6.1831247E+01
DCV,0.2781659961,6.1833353E+01
DCV,0.3008030057,6.1832902E+01
DCV,0.3159140050,6.1832571E+01
DCV,0.3387970030,6.1832752E+01
DCV,0.3544600010,6.1833444E+01
DCV,0.3695870042,6.1833985E+01
DCV,0.3918389976,6.1832180E+01
DCV,0.4070909917,6.1831698E+01
DCV,0.4301039875,6.1832962E+01
DCV,0.4455060065,6.1832541E+01
DCV,0.4608759880,6.1831548E+01
DCV,0.4832270145,6.1831157E+01
DCV,0.4983339906,6.1832902E+01
DCV,0.5215659738,6.1833835E+01
DCV,0.5369349718,6.1833474E+01
DCV,0.5520330071,6.1834166E+01
DCV,0.5745440125,6.1834467E+01
DCV,0.5896620154,6.1832992E+01
DCV,0.6124060154,6.1832812E+01
DCV,0.6279929876,6.1833263E+01
DCV,0.6431499720,6.1833263E+01
DCV,0.6654229760,6.1832721E+01
DCV,0.6809679866,6.1832481E+01
DCV,0.7039679885,6.1833805E+01
DCV,0.7192929983,6.1834617E+01
DCV,0.7346159816,6.1833594E+01
DCV,0.7569069862,6.1833414E+01
DCV,0.7723590136,6.1833685E+01
DCV,0.7955070138,6.1833173E+01
DCV,0.8108329773,6.1832571E+01
DCV,0.8258879781,6.1832270E+01
DCV,0.8486499786,6.1833955E+01
DCV,0.8642870188,6.1833745E+01
DCV,0.8875880241,6.1833113E+01
DCV,0.9029909968,6.1832992E+01
DCV,0.9180690050,6.1833173E+01
DCV,0.9410820007,6.1834678E+01
DCV,0.9566149712,6.1834497E+01
DCV,0.9791349769,6.1834016E+01
DCV,0.9942960143,6.1834106E+01
DCV,1.0100150108,6.1833564E+01
DCV,1.0331579447,6.1833504E+01
DCV,1.0488660336,6.1833985E+01
DCV,1.0645250082,6.1834136E+01
DCV,1.0869170427,6.1834226E+01
DCV,1.1019510031,6.1834106E+01
DCV,1.1248060465,6.1833474E+01
DCV,1.1403399706,6.1832812E+01
DCV,1.1559629440,6.1833685E+01
DCV,1.1788599491,6.1833564E+01
DCV,1.1942449808,6.1833504E+01
DCV,1.2096979618,6.1833143E+01
DCV,1.2325049639,6.1833654E+01
DCV,1.2480189800,6.1833805E+01
DCV,1.2710460424,6.1834226E+01
DCV,1.2865550518,6.1834377E+01
DCV,1.3019239902,6.1834497E+01
DCV,1.3246749640,6.1835219E+01
DCV,1.3402040005,6.1833835E+01
DCV,1.3631809950,6.1832992E+01
DCV,1.3788640499,6.1832300E+01
DCV,1.3940010071,6.1833083E+01
DCV,1.4164630175,6.1832932E+01
DCV,1.4321769476,6.1834016E+01
DCV,1.4478379488,6.1832932E+01
DCV,1.4706569910,6.1833564E+01
DCV,1.4860099554,6.1833624E+01
DCV,1.5085669756,6.1833925E+01
DCV,1.5240739584,6.1834738E+01
DCV,1.5400630236,6.1833474E+01
DCV,1.5626909733,6.1831909E+01
DCV,1.5777699947,6.1832511E+01
DCV,1.6004610062,6.1834557E+01
DCV,1.6160689592,6.1833233E+01
DCV,1.6317529678,6.1832180E+01
DCV,1.6545929909,6.1832782E+01
DCV,1.6696900129,6.1833955E+01
DCV,1.6921579838,6.1834858E+01
DCV,1.7078789473,6.1833414E+01
DCV,1.7233949900,6.1832451E+01
DCV,1.7457590103,6.1831999E+01
DCV,1.7609879971,6.1831066E+01
DCV,1.7834379673,6.1831457E+01
DCV,1.7989640236,6.1833353E+01
DCV,1.8146460056,6.1833685E+01
DCV,1.8370200396,6.1834286E+01
DCV,1.8520300388,6.1835099E+01
DCV,1.8794759512,6.1835219E+01
DCV,1.8876589537,6.1834888E+01
DCV,1.9109189510,6.1833083E+01
DCV,1.9262770414,6.1832932E+01
DCV,1.9413590431,6.1833654E+01
DCV,1.9644110203,6.1832872E+01
DCV,1.9801980257,6.1832932E+01
DCV,2.0029249191,6.1833835E+01
DCV,2.0183069706,6.1834828E+01
DCV,2.0333418846,6.1835671E+01
DCV,2.0516519547,6.1834497E+01
DCV,2.0745708942,6.1832902E+01
DCV,2.0897018909,6.1833323E+01
DCV,2.1119909286,6.1833745E+01
DCV,2.1274359226,6.1833715E+01
DCV,2.1431999207,6.1833835E+01
DCV,2.1662991047,6.1833233E+01
DCV,2.1818799973,6.1833775E+01
DCV,2.1969740391,6.1833895E+01
DCV,2.2197070122,6.1834798E+01
DCV,2.2355589867,6.1834617E+01
DCV,2.2585480213,6.1833203E+01
DCV,2.2738900185,6.1833233E+01
DCV,2.2892279625,6.1833654E+01
DCV,2.3120040894,6.1832992E+01
DCV,2.3275699615,6.1832842E+01
DCV,2.3506810665,6.1833955E+01
DCV,2.3660490513,6.1832631E+01
DCV,2.3811550140,6.1833323E+01
DCV,2.4042990208,6.1835761E+01
DCV,2.4199049473,6.1835490E+01
DCV,2.4354751110,6.1834949E+01
DCV,2.4584720135,6.1834527E+01
DCV,2.4738800526,6.1833745E+01
DCV,2.4965701103,6.1834226E+01
DCV,2.5120930672,6.1833293E+01
DCV,2.5276219845,6.1833293E+01
DCV,2.5503749847,6.1834678E+01
DCV,2.5660591125,6.1833835E+01
DCV,2.5813961029,6.1834407E+01
DCV,2.6039071083,6.1834286E+01
DCV,2.6196620464,6.1834497E+01
DCV,2.6425809860,6.1836062E+01
DCV,2.6580150127,6.1835791E+01
DCV,2.6733980179,6.1834708E+01
DCV,2.6959071159,6.1835249E+01
DCV,2.7114269733,6.1833444E+01
DCV,2.7273509502,6.1832902E+01
DCV,2.7500300407,6.1834858E+01
DCV,2.7651450634,6.1834768E+01
DCV,2.7878439426,6.1834858E+01
