Mode,Time(s),Value
DCV,0.0080359997,6.2033698E+01
DCV,0.0248620007,6.2033819E+01
DCV,0.0404840000,6.2034240E+01
DCV,0.0628980026,6.2034180E+01
DCV,0.0783329979,6.2034992E+01
DCV,0.1016580015,6.2035444E+01
DCV,0.1169769987,6.2035053E+01
DCV,0.1320320070,6.2034872E+01
DCV,0.1545670033,6.2034421E+01
DCV,0.1701409966,6.2033307E+01
DCV,0.1930579990,6.2033277E+01
DCV,0.2081820071,6.2033548E+01
DCV,0.2231840044,6.2034120E+01
DCV,0.2456869930,6.2033036E+01
DCV,0.2610760033,6.2033548E+01
DCV,0.2837109864,6.2035444E+01
DCV,0.2990429997,6.2034842E+01
DCV,0.3213169873,6.2033789E+01
DCV,0.3365530074,6.2033096E+01
DCV,0.3524430096,6.2033638E+01
DCV,0.3750390112,6.2033638E+01
DCV,0.3901450038,6.2033698E+01
DCV,0.4126240015,6.2033879E+01
DCV,0.4309709966,6.2033698E+01
DCV,0.4464010000,6.2033759E+01
DCV,0.4617170095,6.2034451E+01
DCV,0.4840190113,6.2034902E+01
DCV,0.4990389943,6.2034631E+01
DCV,0.5222499967,6.2034360E+01
DCV,0.5376899838,6.2033006E+01
DCV,0.5527830124,6.2033006E+01
DCV,0.5753020048,6.2032404E+01
DCV,0.5902860165,6.2033096E+01
DCV,0.6088160276,6.2033759E+01
DCV,0.6317440271,6.2034360E+01
DCV,0.6468499899,6.2035203E+01
DCV,0.6691110134,6.2034872E+01
DCV,0.6847230196,6.2034872E+01
DCV,0.7005029917,6.2035113E+01
DCV,0.7231900096,6.2034300E+01
DCV,0.7385150194,6.2032735E+01
DCV,0.7535409927,6.2032826E+01
DCV,0.7718060017,6.2033999E+01
DCV,0.7951260209,6.2034902E+01
DCV,0.8104689717,6.2034571E+01
DCV,0.8327829838,6.2033698E+01
DCV,0.8482239842,6.2033518E+01
DCV,0.8638139963,6.2034451E+01
DCV,0.8868240118,6.2034511E+01
DCV,0.9024029970,6.2033157E+01
DCV,0.9247549772,6.2032705E+01
DCV,0.9401869774,6.2032856E+01
DCV,0.9558240175,6.2033157E+01
DCV,0.9786610007,6.2033819E+01
DCV,0.9940059781,6.2034932E+01
DCV,1.0093079805,6.2034270E+01
DCV,1.0321979523,6.2034330E+01
DCV,1.0475369692,6.2034150E+01
DCV,1.0705510378,6.2033819E+01
DCV,1.0858930349,6.2033638E+01
DCV,1.1009399891,6.2031832E+01
DCV,1.1238080263,6.2032374E+01
DCV,1.1391030550,6.2032735E+01
DCV,1.1621110439,6.2033909E+01
DCV,1.1774380207,6.2034330E+01
DCV,1.1928149462,6.2034511E+01
DCV,1.2157340050,6.2035233E+01
DCV,1.2308360338,6.2034150E+01
DCV,1.2535560131,6.2033518E+01
DCV,1.2691129446,6.2033668E+01
DCV,1.2848050594,6.2033066E+01
DCV,1.3075159788,6.2033277E+01
DCV,1.3228180408,6.2033638E+01
DCV,1.3412309885,6.2034240E+01
DCV,1.3640869856,6.2034330E+01
DCV,1.3797190189,6.2033819E+01
DCV,1.3948290348,6.2035233E+01
DCV,1.4171240330,6.2035444E+01
DCV,1.4356809855,6.2034360E+01
DCV,1.4512790442,6.2032856E+01
DCV,1.4667170048,6.2032675E+01
DCV,1.4893059731,6.2032856E+01
DCV,1.5043809414,6.2032495E+01
DCV,1.5269789696,6.2033698E+01
DCV,1.5429489613,6.2033036E+01
DCV,1.5582740307,6.2032374E+01
DCV,1.5805879831,6.2033939E+01
DCV,1.5958069563,6.2033999E+01
DCV,1.6184109449,6.2033307E+01
DCV,1.6338419914,6.2034060E+01
DCV,1.6564199924,6.2034029E+01
DCV,1.6714260578,6.2032826E+01
DCV,1.6863830090,6.2033066E+01
DCV,1.7094479799,6.2032615E+01
DCV,1.7248699665,6.2032585E+01
DCV,1.7472590208,6.2033006E+01
DCV,1.7625629902,6.2033578E+01
DCV,1.7775609493,6.2034029E+01
DCV,1.8027670383,6.2033458E+01
DCV,1.8183749914,6.2032645E+01
DCV,1.8334629536,6.2032976E+01
DCV,1.8557109833,6.2033247E+01
DCV,1.8711010218,6.2033879E+01
DCV,1.8943070173,6.2034481E+01
DCV,1.9096490145,6.2034722E+01
DCV,1.9249639511,6.2035384E+01
DCV,1.9472789764,6.2035143E+01
DCV,1.9656660557,6.2035685E+01
DCV,1.9815740585,6.2034782E+01
DCV,1.9969019890,6.2034270E+01
DCV,2.0192189217,6.2034300E+01
DCV,2.0344200134,6.2032765E+01
DCV,2.0573139191,6.2032314E+01
DCV,2.0729730129,6.2032826E+01
DCV,2.0885319710,6.2033548E+01
DCV,2.1108779907,6.2033127E+01
DCV,2.1259510517,6.2032585E+01
DCV,2.1489660740,6.2034992E+01
DCV,2.1646399498,6.2035113E+01
DCV,2.1800110340,6.2034481E+01
DCV,2.2025680542,6.2034090E+01
DCV,2.2178480625,6.2034300E+01
DCV,2.2408080101,6.2033909E+01
DCV,2.2563030720,6.2034391E+01
