Mode,Time(s),Value
DCV,0.0080429995,6.0643533E+01
DCV,0.0239710007,6.0644526E+01
DCV,0.0396329984,6.0644707E+01
DCV,0.0624190010,6.0644406E+01
DCV,0.0777759999,6.0644045E+01
DCV,0.0931560025,6.0643172E+01
DCV,0.1158379987,6.0644376E+01
DCV,0.1315249950,6.0645248E+01
DCV,0.1472059935,6.0644225E+01
DCV,0.1696189940,6.0644014E+01
DCV,0.1846549958,6.0644165E+01
DCV,0.2075040042,6.0644978E+01
DCV,0.2232909948,6.0644797E+01
DCV,0.2386640012,6.0642450E+01
DCV,0.2612479925,6.0642841E+01
DCV,0.2762779891,6.0644075E+01
DCV,0.2991439998,6.0644315E+01
DCV,0.3148460090,6.0643714E+01
DCV,0.3301750124,6.0643894E+01
DCV,0.3527520001,6.0644045E+01
DCV,0.3677720129,6.0643924E+01
DCV,0.3931669891,6.0643804E+01
DCV,0.4088569880,6.0643834E+01
DCV,0.4239909947,6.0644376E+01
DCV,0.4462719858,6.0644105E+01
DCV,0.4614740014,6.0644376E+01
DCV,0.4769740105,6.0644556E+01
DCV,0.4999879897,6.0644556E+01
DCV,0.5155680180,6.0644496E+01
DCV,0.5306860209,6.0644105E+01
DCV,0.5531250238,6.0643443E+01
DCV,0.5688419938,6.0643714E+01
DCV,0.5918040276,6.0643894E+01
DCV,0.6071509719,6.0643954E+01
DCV,0.6224589944,6.0644586E+01
DCV,0.6450279951,6.0643834E+01
DCV,0.6605190039,6.0643051E+01
DCV,0.6836420298,6.0643714E+01
DCV,0.7019600272,6.0644827E+01
DCV,0.7173939943,6.0645218E+01
DCV,0.7326610088,6.0644646E+01
DCV,0.7561789751,6.0644677E+01
DCV,0.7719140053,6.0644346E+01
DCV,0.7873389721,6.0644315E+01
DCV,0.8101369739,6.0644135E+01
DCV,0.8258140087,6.0643774E+01
DCV,0.8490800261,6.0644526E+01
DCV,0.8644279838,6.0645489E+01
DCV,0.8795099854,6.0644947E+01
DCV,0.9023820162,6.0643924E+01
DCV,0.9177970290,6.0645038E+01
DCV,0.9330989718,6.0645038E+01
DCV,0.9562289715,6.0644496E+01
DCV,0.9715859890,6.0645158E+01
DCV,0.9943869710,6.0645188E+01
DCV,1.0100359917,6.0644406E+01
DCV,1.0253909826,6.0644014E+01
DCV,1.0483130217,6.0644105E+01
DCV,1.0638819933,6.0644135E+01
DCV,1.0795509815,6.0643984E+01
DCV,1.1021560431,6.0644105E+01
DCV,1.1176669598,6.0645128E+01
DCV,1.1405990124,6.0644556E+01
DCV,1.1562030315,6.0642931E+01
DCV,1.1718770266,6.0643413E+01
DCV,1.1942429543,6.0644526E+01
DCV,1.2094899416,6.0644346E+01
DCV,1.2325680256,6.0644436E+01
DCV,1.2482839823,6.0644285E+01
DCV,1.2636189461,6.0644225E+01
DCV,1.2861880064,6.0644827E+01
DCV,1.3014119864,6.0644135E+01
DCV,1.3244509697,6.0644045E+01
DCV,1.3401110172,6.0644827E+01
DCV,1.3552180529,6.0643954E+01
DCV,1.3774820566,6.0644225E+01
DCV,1.3928979635,6.0644707E+01
DCV,1.4085170031,6.0644496E+01
DCV,1.4313249588,6.0644496E+01
DCV,1.4467550516,6.0644556E+01
DCV,1.4690419436,6.0644315E+01
DCV,1.4842269421,6.0644767E+01
DCV,1.4999710321,6.0644707E+01
DCV,1.5226759911,6.0644616E+01
DCV,1.5377899408,6.0644376E+01
DCV,1.5603450537,6.0644105E+01
DCV,1.5755410194,6.0644436E+01
DCV,1.5961240530,6.0644526E+01
DCV,1.6114779711,6.0644255E+01
DCV,1.6338100433,6.0644767E+01
DCV,1.6490279436,6.0643653E+01
DCV,1.6644150019,6.0643924E+01
DCV,1.6872210503,6.0644346E+01
DCV,1.7026560307,6.0643774E+01
DCV,1.7252680063,6.0644045E+01
DCV,1.7405079603,6.0644376E+01
DCV,1.7564779520,6.0644406E+01
DCV,1.7795779705,6.0644285E+01
DCV,1.7949320078,6.0644887E+01
DCV,1.8175250292,6.0645158E+01
DCV,1.8326510191,6.0644436E+01
DCV,1.8484159708,6.0643984E+01
DCV,1.8717730045,6.0645489E+01
DCV,1.8871530294,6.0645008E+01
DCV,1.9022330046,6.0644947E+01
DCV,1.9252010584,6.0644857E+01
DCV,1.9409669638,6.0645278E+01
DCV,1.9635759592,6.0644857E+01
DCV,1.9789030552,6.0644014E+01
DCV,1.9939440489,6.0644225E+01
DCV,2.0166490078,6.0644556E+01
DCV,2.0325229168,6.0644767E+01
DCV,2.0481319427,6.0644315E+01
DCV,2.0707790852,6.0643894E+01
DCV,2.0860800743,6.0643954E+01
DCV,2.1088259220,6.0644315E+01
DCV,2.1244869232,6.0644225E+01
DCV,2.1402959824,6.0644646E+01
DCV,2.1629319191,6.0644075E+01
DCV,2.1783809662,6.0643864E+01
DCV,2.2016110420,6.0643924E+01
DCV,2.2170329094,6.0644436E+01
DCV,2.2321360111,6.0644797E+01
DCV,2.2546451092,6.0644014E+01
DCV,2.2700529099,6.0643352E+01
DCV,2.2930889130,6.0643774E+01
DCV,2.3086850643,6.0643503E+01
DCV,2.3241119385,6.0643744E+01
DCV,2.3470869064,6.0644616E+01
DCV,2.3624939919,6.0644165E+01
DCV,2.3776729107,6.0643834E+01
DCV,2.4007649422,6.0644075E+01
DCV,2.4162449837,6.0644285E+01
DCV,2.4391009808,6.0644797E+01
DCV,2.4546909332,6.0645068E+01
DCV,2.4698719978,6.0644616E+01
DCV,2.4927608967,6.0645399E+01
DCV,2.5085101128,6.0644466E+01
DCV,2.5240879059,6.0644707E+01
DCV,2.5467429161,6.0644195E+01
DCV,2.5621149540,6.0644646E+01
DCV,2.5850090981,6.0645339E+01
DCV,2.6006031036,6.0645971E+01
DCV,2.6164669991,6.0645369E+01
DCV,2.6390669346,6.0644225E+01
DCV,2.6542019844,6.0643142E+01
DCV,2.6773290634,6.0643774E+01
DCV,2.6930849552,6.0644556E+01
DCV,2.7085080147,6.0644436E+01
DCV,2.7269380093,6.0643954E+01
DCV,2.7497849464,6.0643082E+01
DCV,2.7652120590,6.0643563E+01
DCV,2.7808969021,6.0644165E+01
DCV,2.8034720421,6.0644707E+01
DCV,2.8185510635,6.0644616E+01
DCV,2.8411929607,6.0644346E+01
DCV,2.8567171097,6.0644978E+01
DCV,2.8723759651,6.0644436E+01
DCV,2.8951990604,6.0644195E+01
DCV,2.9102931023,6.0644556E+01
DCV,2.9327509403,6.0644677E+01
DCV,2.9484870434,6.0644797E+01
DCV,2.9639370441,6.0645218E+01
DCV,2.9862959385,6.0645640E+01
DCV,3.0015690327,6.0644707E+01
DCV,3.0240418911,6.0643714E+01
DCV,3.0395269394,6.0644466E+01
DCV,3.0551829338,6.0644556E+01
DCV,3.0775458813,6.0644406E+01
DCV,3.0925390720,6.0644917E+01
DCV,3.1151878834,6.0645098E+01
DCV,3.1307549477,6.0644616E+01
DCV,3.1462049484,6.0644165E+01
DCV,3.1688189507,6.0644045E+01
