0.002	221.8842652
0.004	264.4691054
0.006	222.7167069
0.008	190.9050307
0.01	553.4437305
0.012	569.7807549
0.014	572.5128184
0.016	580.8122089
0.018	660.9156603
0.02	594.1814362
0.022	601.1346891
0.024	615.8343404
0.026	598.9833825
0.028	607.5699283
0.03	616.0394333
0.032	618.1773065
0.034	624.1894466
0.036	626.0185871
0.038	380.0725762
0.04	397.2729797
0.042	399.700321
0.044	361.4561355
0.046	369.010006
0.048	372.5707279
0.05	376.9832924
0.052	331.7975673
0.054	338.4510578
0.056	379.5405381
0.058	356.7094155
0.06	342.2447652
0.062	347.9876308
0.064	347.6931481
0.066	355.0565969
0.068	280.2278913
0.07	286.5622563
0.072	287.4709592
0.074	292.5034729
0.076	292.0933448
0.078	292.5324232
0.08	297.6950669
0.082	298.1162034
0.084	296.5921231
0.086	296.8344545
0.088	302.4771338
0.09	299.4490857
0.092	299.4113062
0.094	251.3159715
0.096	258.2526897
0.098	227.6845981
0.1	227.7565301
0.102	227.6614956
0.104	235.5895715
0.106	235.8745313
0.108	238.0978452
0.11	246.2135558
0.112	246.5077075
0.114	242.7479122
0.116	250.0976121
0.118	249.924257
0.12	249.6421004
0.122	249.5604356
0.124	250.1205185
0.126	257.8558466
0.128	249.9857234
0.13	280.0773517
0.132	212.3832232
0.134	213.0412927
0.136	212.5956508
0.138	215.6621479
0.14	215.3902596
0.142	226.1630385
0.144	226.078989
0.146	225.7835739
0.148	228.336152
0.15	229.4648635
0.152	228.8340717
0.154	287.6078756
0.156	281.2852766
0.158	311.6122975
0.16	321.1434246
0.162	326.196237
0.164	325.6213652
0.166	336.1566809
0.168	340.0823053
0.17	339.1729558
0.172	343.3307011
0.174	342.7936537
0.176	425.8348992
0.178	423.0501567
0.18	431.9276121
0.182	443.0587898
0.184	442.7808848
0.186	443.2531378
0.188	261.2114657
0.19	284.125284
0.192	257.6808728
0.194	267.3060599
0.196	228.1425986
0.198	195.2601999
0.2	198.9854427
0.202	199.3961583
0.204	202.5568017
0.206	203.0730673
0.208	162.5391376
0.21	167.1509222
0.212	167.9548348
0.214	167.9677346
0.216	170.157123
0.218	171.3654336
0.22	211.9806229
0.222	211.7102513
