Time,Power
2.296960,68.88
2.297040,88.56
2.297120,68.88
2.297200,68.88
2.297280,68.88
2.297360,68.88
2.297440,68.88
2.297520,68.32
2.297600,68.32
2.297680,68.88
2.297760,68.88
2.297840,68.88
2.297920,68.32
2.298000,68.88
2.298080,68.88
2.298160,68.88
2.298240,49.2
2.298320,68.88
2.298400,68.88
2.298480,68.88
2.298560,68.88
2.298640,48.8
2.298720,68.88
2.298800,68.32
2.298880,48.8
2.298960,68.88
2.299040,68.88
2.299120,49.2
2.299200,68.88
2.299280,68.88
2.299360,68.32
2.299440,68.88
2.299520,68.88
2.299600,68.88
2.299680,68.88
2.299760,68.88
2.299840,68.88
2.299920,68.88
2.300000,87.84
2.300080,68.88
2.300160,68.88
2.300240,68.88
2.300320,68.88
2.300400,48.8
2.300480,68.88
2.300560,68.32
2.300640,68.88
2.300720,68.88
2.300800,68.88
2.300880,68.88
2.300960,68.88
2.301040,68.32
2.301120,68.88
2.301200,68.88
2.301280,68.88
2.301360,68.88
2.301440,68.88
2.301520,68.88
2.301600,68.88
2.301680,68.88
2.301760,68.88
2.301840,68.88
2.301920,68.88
2.302000,68.88
2.302080,68.88
2.302160,49.2
2.302240,68.88
2.302320,68.88
2.302400,68.32
2.302480,68.88
2.302560,68.88
2.302640,68.88
2.302720,68.88
2.302800,68.88
2.302880,68.88
2.302960,68.88
2.303040,68.88
2.303120,68.88
2.303200,49.2
2.303280,68.88
2.303360,68.88
2.303440,68.88
2.303520,88.56
2.303600,68.88
2.303680,68.88
2.303760,68.88
2.303840,68.88
2.303920,68.88
2.304000,68.32
2.304080,68.88
2.304160,68.88
2.304240,68.88
2.304320,68.88
2.304400,68.88
2.304480,68.88
2.304560,68.88
2.304640,88.56
2.304720,68.88
2.304800,68.32
2.304880,68.88
2.304960,68.88
2.305040,68.88
2.305120,68.88
2.305200,68.88
2.305280,68.88
2.305360,68.88
2.305440,68.32
2.305520,68.88
2.305600,68.88
2.305680,68.88
2.305760,68.88
2.305840,68.32
2.305920,68.88
2.306000,49.2
2.306080,68.88
2.306160,68.32
2.306240,68.88
2.306320,68.88
2.306400,49.2
2.306480,68.32
2.306560,68.88
2.306640,68.88
2.306720,68.88
2.306800,68.88
2.306880,68.88
2.306960,68.88
2.307040,68.88
2.307120,68.88
2.307200,68.88
2.307280,68.88
2.307360,68.88
2.307440,68.88
2.307520,68.32
2.307600,88.56
2.307680,68.88
2.307760,68.88
2.307840,68.88
2.307920,68.88
2.308000,68.88
2.308080,68.88
2.308160,68.88
2.308240,68.88
2.308320,68.88
2.308400,49.2
2.308480,68.88
2.308560,68.88
2.308640,68.88
2.308720,68.32
2.308800,68.88
2.308880,68.32
2.308960,68.32
2.309040,68.88
2.309120,68.88
2.309200,68.88
2.309280,68.88
2.309360,68.88
2.309440,87.84
2.309520,68.88
2.309600,68.88
2.309680,88.56
2.309760,68.88
2.309840,68.88
2.309920,87.84
2.310000,68.88
2.310080,68.32
2.310160,68.88
2.310240,68.88
2.310320,68.88
2.310400,68.88
2.310480,68.88
2.310560,68.88
2.310640,68.88
2.310720,68.88
2.310800,68.88
2.310880,68.88
2.310960,88.56
2.311040,68.32
2.311120,68.88
2.311200,68.88
2.311280,68.88
2.311360,68.88
2.311440,68.88
2.311520,68.88
2.311600,68.88
2.311680,68.88
2.311760,68.88
2.311840,68.88
2.311920,68.88
2.312000,68.32
2.312080,68.88
2.312160,68.88
2.312240,68.32
2.312320,68.88
2.312400,68.88
2.312480,87.84
2.312560,68.88
2.312640,68.88
2.312720,68.32
2.312800,68.88
2.312880,68.88
2.312960,68.88
2.313040,48.8
2.313120,68.88
2.313200,49.2
2.313280,68.88
2.313360,68.88
2.313440,68.88
2.313520,68.32
2.313600,68.88
2.313680,68.88
2.313760,68.32
2.313840,68.88
2.313920,68.88
2.314000,68.88
2.314080,68.88
2.314160,68.88
2.314240,68.88
2.314320,68.88
2.314400,68.32
2.314480,68.88
2.314560,68.88
2.314640,68.88
2.314720,68.88
2.314800,68.32
2.314880,68.88
2.314960,68.88
2.315040,68.88
2.315120,68.88
2.315200,68.88
2.315280,68.88
2.315360,68.88
2.315440,68.88
2.315520,68.88
2.315600,68.88
2.315680,68.88
2.315760,68.88
2.315840,68.88
2.315920,68.88
2.316000,49.2
2.316080,68.88
2.316160,87.84
2.316240,68.88
2.316320,68.88
2.316400,68.88
2.316480,88.56
2.316560,68.32
2.316640,68.88
2.316720,49.2
2.316800,68.88
2.316880,68.88
2.316960,68.88
2.317040,68.32
2.317120,68.88
2.317200,68.88
2.317280,68.88
2.317360,68.88
2.317440,68.88
2.317520,68.88
2.317600,68.88
2.317680,68.88
2.317760,68.88
2.317840,49.2
2.317920,68.88
2.318000,68.88
2.318080,68.88
2.318160,68.88
2.318240,68.88
2.318320,68.88
2.318400,68.88
2.318480,68.88
2.318560,68.88
2.318640,68.88
2.318720,68.88
2.318800,68.88
2.318880,68.88
2.318960,68.88
2.319040,68.88
2.319120,68.88
2.319200,68.32
2.319280,68.88
2.319360,68.32
2.319440,68.88
2.319520,68.88
2.319600,68.88
2.319680,68.88
2.319760,68.88
2.319840,68.88
2.319920,68.88
2.320000,68.88
2.320080,68.88
2.320160,68.88
2.320240,68.88
2.320320,68.88
2.320400,68.88
2.320480,68.88
2.320560,49.2
2.320640,68.88
2.320720,68.32
2.320800,68.88
2.320880,68.88
2.320960,68.88
2.321040,87.84
2.321120,68.88
2.321200,68.88
2.321280,68.88
2.321360,68.88
2.321440,68.88
2.321520,68.88
2.321600,68.88
2.321680,88.56
2.321760,68.88
2.321840,68.88
2.321920,68.32
2.322000,68.88
2.322080,68.88
2.322160,68.88
2.322240,68.88
2.322320,68.88
2.322400,68.88
2.322480,68.88
2.322560,68.32
2.322640,68.88
2.322720,49.2
2.322800,68.88
2.322880,68.88
2.322960,68.88
2.323040,68.88
