0	79.59999987
0.02	46.90114782
0.04	81.10619483
0.06	29.87124148
0.08	83.869504
0.1	78.65702084
0.12	95.07141172
0.14	81.03149448
0.16	37.25335598
0.18	12.66812686
0.2	-14.94822727
0.22	-7.776143586
0.24	-8.370610255
0.26	43.02733762
0.28	113.0848874
0.3	290.8011403
0.32	687.0453531
0.34	1755.827834
0.36	3947.4
0.38	6004.294208
0.4	-426.6209415
0.42	66.54516625
0.44	469.5774839
0.46	223.1183682
0.48	102.3195796
0.5	-31.73251062
0.52	16.67941099
0.54	73.36796236
0.56	-20.86954113
0.58	-3.648036751
0.6	90.86439356
0.62	129.0159222
0.64	248.9950447
0.66	266.8461512
0.68	273.9579218
0.7	281.5633649
0.72	283.9537659
0.74	284.3169366
0.76	189.2240212
0.78	194.2917454
0.8	202.9917693
0.82	211.7000996
0.84	215.6370987
0.86	221.5786807
0.88	225.5513006
0.9	225.5763036
0.92	225.6270867
0.94	231.6413938
0.96	240.8398993
0.98	253.2021266
1	264.8309281
1.02	239.6121686
1.04	142.0251436
1.06	426
1.08	394.2850583
1.1	-566.0321321
1.12	-1057.683638
1.14	-291.6101443
1.16	173.6428721
1.18	151.1835172
1.2	151.3589884
1.22	-18.40797499
1.24	134.8538905
1.26	98.80499343
1.28	130.0544857
1.3	74.4019161
1.32	184.8738593
1.34	257.1709105
1.36	186.4743366
