Time,Voltage,Current,Total mAh,Temperature
0.05801558494567871,4.184258,0.999558,0.1388275,24.937
0.5359160900115967,4.183381,0.999119,0.27759402777777775,24.937
1.0335004329681396,4.183141,0.999143,0.41636388888888887,24.937
1.5345332622528076,4.182504,0.999135,0.5551326388888889,24.937
2.0359864234924316,4.182546,0.999636,0.6939709722222223,24.937
2.531080722808838,4.181585,0.999472,0.8327865277777778,24.937
3.0602519512176514,4.181659,0.999613,0.9716216666666667,24.937
3.5531232357025146,4.180886,0.999276,1.1104100000000001,24.875
4.0370402336120605,4.180719,0.999558,1.2492375,24.875
4.532523155212402,4.180072,0.998955,1.38798125,24.937
5.032347202301025,4.180406,0.999879,1.5268533333333332,24.937
5.53529691696167,4.179665,0.998908,1.6655905555555555,24.937
6.033509731292725,4.179634,0.99948,1.804407222222222,24.937
6.541295528411865,4.178987,0.999315,1.943200972222222,24.937
7.051064729690552,4.178893,0.999785,2.08206,24.875
7.533114910125732,4.178215,0.999057,2.2208179166666664,24.875
8.049306392669678,4.178486,0.999652,2.359658472222222,24.937
8.531563520431519,4.177828,0.998923,2.4983977777777775,24.937
9.033446073532104,4.178089,0.999574,2.6372275,24.875
9.546932458877563,4.177202,0.99908,2.775988611111111,24.875
10.056720733642578,4.177453,0.999237,2.9147715277777775,24.937
10.531275033950806,4.176576,0.99926,3.0535576388888885,24.875
11.034684658050537,4.176962,0.999519,3.192379722222222,24.875
11.531622648239136,4.176242,0.998837,3.331107083333333,24.875
12.037554502487183,4.176482,0.999723,3.4699574999999996,24.875
12.53488802909851,4.175595,0.999292,3.608748055555555,24.937
13.053250312805176,4.175971,0.99955,3.747574444444444,24.937
13.55815863609314,4.17524,0.999292,3.8863649999999996,24.937
14.034327268600464,4.175616,0.999292,4.025155555555555,24.937
14.53076457977295,4.175334,0.999049,4.163912361111111,24.937
15.032235383987427,4.174916,0.999809,4.302774722222222,24.937
15.53518271446228,4.174384,0.999339,4.441571805555555,24.937
16.034085750579834,4.174603,0.999448,4.580384027777778,24.937
16.548950672149658,4.173987,0.99908,4.719145138888889,24.937
17.063188314437866,4.174562,0.999934,4.858024861111112,24.937
17.53495979309082,4.173299,0.999386,4.996828472222223,25.0
18.030959129333496,4.173758,0.99984,5.13569513888889,25.0
18.538360118865967,4.173278,0.999354,5.274494305555557,25.0
19.036277055740356,4.173466,0.999542,5.413319583333334,25.0
19.534728288650513,4.172777,0.999174,5.552093750000001,24.937
20.041240692138672,4.173236,0.999558,5.690921250000001,24.937
20.53674602508545,4.172338,0.999284,5.8297106944444455,25.0
21.033998012542725,4.172359,0.999464,5.96852513888889,25.0
21.53252863883972,4.172078,0.99908,6.107286250000001,25.0
22.03448486328125,4.172505,0.999495,6.246105000000002,24.937
22.53533697128296,4.171639,0.99872,6.384816111111113,24.937
23.05435872077942,4.171879,0.999652,6.523656666666668,24.937
23.561067581176758,4.171149,0.998939,6.662398194444446,24.937
24.038684844970703,4.171462,0.999378,6.801200694444446,24.937
24.531140327453613,4.171055,0.999041,6.93995638888889,24.937
25.033588409423828,4.171399,0.999511,7.078777361111113,24.937
25.53346037864685,4.170669,0.998915,7.217515555555558,24.937
26.03238272666931,4.170971,0.999777,7.3563734722222245,24.937
26.541112184524536,4.170324,0.999182,7.495148750000002,24.875
27.05332374572754,4.170721,0.999589,7.633980555555557,24.875
27.539355993270874,4.169834,0.999041,7.772736250000002,24.875
28.039393663406372,4.170418,0.99944,7.911547361111113,24.875
28.5351345539093,4.169437,0.999229,8.05032916666667,24.875
29.02965259552002,4.169604,0.999511,8.189150138888891,24.937
29.543615341186523,4.16926,0.998829,8.32787638888889,24.937
30.04730463027954,4.169635,0.999487,8.46669402777778,24.937
30.536933660507202,4.169093,0.999276,8.605482361111115,24.937
31.037933588027954,4.168905,0.999511,8.744303333333336,24.937
31.536755323410034,4.168758,0.998892,8.883038333333337,24.937
32.04460406303406,4.168738,0.99948,9.021855000000004,24.937
32.53668928146362,4.168299,0.999143,9.160624861111115,24.937
33.041380167007446,4.168623,0.99908,9.299385972222225,24.937
33.5628457069397,4.167913,0.999017,9.438138333333336,24.875
34.033509969711304,4.167955,0.999072,9.576898333333336,24.875
34.53642463684082,4.167506,0.998908,9.715635555555558,24.875
35.032432317733765,4.16784,0.999198,9.854413055555558,24.875
35.533447265625,4.16736,0.998947,9.993155694444447,24.875
36.036189556121826,4.167631,0.998947,10.131898333333336,24.937
36.54644536972046,4.167089,0.998751,10.270613750000003,24.937
37.04008746147156,4.167287,0.999151,10.409384722222224,24.937
37.53282594680786,4.166483,0.998947,10.548127361111113,24.937
38.03502583503723,4.166807,0.99948,10.68694402777778,24.875
38.53557538986206,4.166275,0.999229,10.825725833333337,24.875
39.03503131866455,4.166671,0.999433,10.964535972222226,24.875
39.56169557571411,4.165993,0.998884,11.103269861111114,24.937
40.05622100830078,4.16641,0.999315,11.242063611111114,24.937
40.53434610366821,4.165805,0.998868,11.38079527777778,24.937
41.03545331954956,4.166066,0.999566,11.51962388888889,24.937
41.536473512649536,4.165419,0.998845,11.658352361111113,24.937
42.03259325027466,4.165847,0.999331,11.797148333333336,24.937
42.53239870071411,4.165126,0.998994,11.935897500000003,24.937
43.04032516479492,4.165617,0.998931,12.074637916666669,24.937
43.54836392402649,4.164991,0.999002,12.213388194444446,24.937
44.04499650001526,4.165158,0.999393,12.35219277777778,24.937
44.53291654586792,4.164678,0.998743,12.490907083333337,24.937
45.03528070449829,4.164855,0.999268,12.629694305555558,24.937
45.531445264816284,4.164291,0.998806,12.768417361111114,24.937
